id,date_listed,project_id,project_name,developer,ortsteil,bezirk,lat,lon,property_type,rooms,area_m2,floor,total_floors,energy_class,completion_year,total_project_units,possession_status,payment_plan,has_lift,has_balcony,has_parking,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
N000099,2022-05-17,NC0150,Residenz Grunewald,ZIEGERT EverEstate,Grunewald,Charlottenburg-Wilmersdorf,52.48826,13.2541,3_room,3,82.9,0,4,A,2025,20,ready_within_6m,off_plan_30_70,True,True,True,Möckernbrücke,U1,110,8.93,1081000,13050,1167861,14094,1.8
N000100,2025-09-03,NC0198,Suites Steglitz,Diamona & Harnisch,Steglitz,Steglitz-Zehlendorf,52.44761,13.32587,5_room_plus,5,233.1,0,4,B,2026,500,ready_within_6m,off_plan_30_70,True,True,True,Klosterstraße,U2,114,8.41,2447000,10497,2642336,11337,3.1
N000101,2025-05-21,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,5_room_plus,5,97.4,3,5,A,2025,50,under_construction,tranches_quarterly,True,True,True,Voltastraße,U8,112,6.28,1112000,11411,1200609,12324,3.3
N000102,2022-03-16,NC0096,Living Lichterfelde,Bauwert,Lichterfelde,Steglitz-Zehlendorf,52.43371,13.30574,4_room,4,144.4,0,5,A_plus,2025,50,under_construction,off_plan_30_70,True,True,True,Westkreuz,S Ringbahn,97,10.4,1334000,9240,1440679,9980,1.8
N000103,2021-07-02,NC0174,Atelier Baumschulenweg,Project Immobilien,Baumschulenweg,Treptow-Köpenick,52.46587,13.47431,1_room,1,38.6,2,5,B,2028,50,under_construction,off_plan_30_70,True,True,True,Neukölln S,S Ringbahn,30,8.62,224000,5792,241578,6256,1.1
N000104,2023-06-11,NC0053,Suites Staaken,Buwog,Staaken,Spandau,52.53449,13.13129,1_room,1,48.8,3,8,A_plus,2027,120,ready_within_6m,full_at_handover,True,True,False,Osloer Straße,U8,212,16.79,243000,4974,262219,5372,3.85
N000105,2023-05-10,NC0055,Kiez Mitte,Berlinovo,Mitte (Ort),Mitte,52.52369,13.40652,2_room,2,66.7,2,4,B,2028,250,completed,full_at_handover,True,True,True,Schönhauser Allee,S Ringbahn,39,2.12,876000,13145,946376,14197,3.85
N000106,2025-11-29,NC0045,Gärten Wartenberg,Gewobag,Wartenberg,Lichtenberg,52.58365,13.49314,3_room,3,50.6,11,12,A,2026,50,ready_within_6m,full_at_handover,True,False,True,Jungfernheide S,S Ringbahn,179,10.82,280000,5528,302278,5970,3.1
N000107,2022-05-16,NC0107,Suites Schmargendorf,STADT UND LAND,Schmargendorf,Charlottenburg-Wilmersdorf,52.47943,13.30349,3_room,3,76.3,0,5,A,2028,500,under_construction,70_30,True,True,True,Konstanzer Straße,U7,19,6.48,811000,10638,876018,11489,1.8
N000108,2026-03-16,NC0051,Platz Charlottenburg,GAGFAH,Charlottenburg,Charlottenburg-Wilmersdorf,52.51224,13.30218,3_room,3,82.4,4,5,A,2028,250,under_construction,off_plan_30_70,True,False,True,Charlottenburg S,Stadtbahn,14,5.13,963000,11688,1039713,12623,3.1
N000109,2022-04-07,NC0002,Towers Lichtenrade,Project Immobilien,Lichtenrade,Tempelhof-Schöneberg,52.39856,13.41426,2_room,2,64.7,3,4,B,2026,500,completed,tranches_quarterly,True,True,True,Jannowitzbrücke,Stadtbahn,161,13.32,394000,6086,425222,6573,1.8
N000110,2021-02-06,NC0143,Towers Alt-Treptow,Bauwert,Alt-Treptow,Treptow-Köpenick,52.49622,13.44378,3_room,3,103.2,0,6,B,2027,20,completed,tranches_quarterly,True,True,False,Ostbahnhof,Stadtbahn,22,5.0,711000,6896,768243,7447,1.1
N000111,2025-02-26,NC0106,Höfe Tiergarten,Becken,Tiergarten,Mitte,52.51574,13.34745,3_room,3,89.8,2,5,B,2026,250,ready_within_6m,tranches_quarterly,True,True,False,Pankstraße,U8,60,2.05,1078000,12010,1164657,12971,3.3
N000112,2022-02-26,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,4_room,4,83.9,2,4,A,2025,20,under_construction,off_plan_30_70,True,True,True,Botanischer Garten,S1,26,10.87,686000,8180,741238,8834,1.8
N000113,2025-03-26,NC0187,Pavillon Westend,STADT UND LAND,Westend,Charlottenburg-Wilmersdorf,52.51536,13.2706,2_room,2,59.3,5,8,A,2028,50,completed,tranches_quarterly,True,True,False,Olympia-Stadion,U2,34,7.25,628000,10590,678273,11437,3.3
N000114,2025-01-02,NC0167,Pavillon Märkisches,Adler Group,Märkisches Viertel,Reinickendorf,52.6039,13.34777,2_room,2,57.8,3,6,B,2027,50,ready_within_6m,full_at_handover,True,True,True,Lindauer Allee,U8,32,9.95,298000,5144,321331,5555,3.3
N000115,2022-06-02,NC0133,Kiez Prenzlauer,Trockland,Prenzlauer Berg,Pankow,52.54799,13.43128,1_room,1,44.0,4,4,A_plus,2025,500,under_construction,off_plan_30_70,True,True,False,Voltastraße,U8,41,5.06,489000,11119,527848,12008,1.8
N000116,2021-02-23,NC0086,Platz Weißensee,Investa Real Estate,Weißensee,Pankow,52.55186,13.47964,3_room,3,80.4,11,12,A,2026,50,ready_within_6m,70_30,True,False,False,Schlesisches Tor,U1,80,7.95,562000,6985,606786,7544,1.1
N000117,2023-02-22,NC0087,Lofts Karlshorst,Deutsche Wohnen,Karlshorst,Lichtenberg,52.49211,13.54465,2_room,2,41.7,5,5,A_plus,2026,20,completed,off_plan_30_70,True,True,False,Gleisdreieck,U1,139,11.62,232000,5577,251042,6023,3.85
N000118,2024-12-14,NC0127,Suites Falkenberg,Gewobag,Falkenberg,Lichtenberg,52.58589,13.54195,4_room,4,81.0,4,4,A_plus,2025,20,under_construction,off_plan_30_70,True,True,False,Hausvogteiplatz,U2,155,13.54,324000,3995,349560,4314,3.5
N000119,2024-05-20,NC0024,Towers Moabit,Stofanel,Moabit,Mitte,52.53255,13.32498,1_room,1,37.7,5,8,A,2024,250,completed,70_30,True,False,True,Beusselstraße,S Ringbahn,6,4.0,374000,9898,403381,10690,3.85
N000120,2025-04-06,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,1_room,1,31.8,6,8,A,2027,50,completed,off_plan_30_70,True,True,False,Olympia-Stadion,U2,126,10.13,182000,5727,196627,6186,3.3
N000121,2023-12-25,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,2_room,2,88.1,3,5,A,2028,20,under_construction,off_plan_30_70,False,True,True,Warschauer Straße S,Stadtbahn,17,4.91,759000,8613,819299,9302,4.1
N000122,2022-05-14,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,2_room,2,26.6,2,4,A,2028,50,ready_within_6m,full_at_handover,True,True,True,Konstanzer Straße,U7,319,24.6,210000,7909,226867,8542,1.8
N000123,2023-11-10,NC0003,Pavillon Spandau,Gewobag,Spandau (Ort),Spandau,52.55034,13.20838,2_room,2,42.7,0,5,B,2027,50,ready_within_6m,70_30,True,True,False,Ruhleben,U2,44,12.06,195000,4561,210436,4926,4.1
N000124,2023-02-15,NC0162,Lofts Moabit,Becken,Moabit,Mitte,52.53113,13.34221,2_room,2,53.8,3,5,A,2025,50,ready_within_6m,full_at_handover,True,True,False,Gesundbrunnen S,S Ringbahn,51,2.91,449000,8345,484506,9012,3.85
N000125,2022-11-12,NC0034,Platz Wilmersdorf,GHL Berlin,Wilmersdorf,Charlottenburg-Wilmersdorf,52.49335,13.32526,4_room,4,92.1,5,5,A_plus,2027,250,under_construction,full_at_handover,True,True,True,Berliner Straße,U7,11,4.37,1084000,11776,1171040,12718,3.4
N000126,2024-05-11,NC0014,Residenz Friedrichshain,Becken,Friedrichshain,Friedrichshain-Kreuzberg,52.5174,13.4549,2_room,2,57.2,0,4,A,2026,250,completed,off_plan_30_70,True,True,True,Frankfurter Allee,S Ringbahn,16,5.23,691000,12073,746260,13039,3.85
N000127,2023-12-02,NC0170,Gärten Tiergarten,ZIEGERT EverEstate,Tiergarten,Mitte,52.51449,13.34122,4_room,4,95.1,5,8,A,2026,120,ready_within_6m,tranches_quarterly,True,True,False,Tiergarten S,Stadtbahn,10,2.48,1207000,12692,1303309,13707,4.1
N000128,2026-04-15,NC0035,Domizil Pankow,STADT UND LAND,Pankow (Ort),Pankow,52.5715,13.40335,3_room,3,87.2,0,12,A,2027,500,completed,70_30,True,True,True,Pankow U2,U2,10,6.38,790000,9062,853704,9787,3.1
N000129,2022-07-22,NC0021,Towers Waidmannslust,STADT UND LAND,Waidmannslust,Reinickendorf,52.596,13.33523,5_room_plus,5,101.2,2,5,A,2025,20,ready_within_6m,full_at_handover,True,True,False,Rathaus Reinickendorf,U8,20,9.32,541000,5349,584627,5777,3.4
N000130,2023-01-26,NC0186,Quartier Marienfelde,TAG Immobilien,Marienfelde,Tempelhof-Schöneberg,52.41468,13.37258,1_room,1,20.0,0,5,A_plus,2028,250,ready_within_6m,tranches_quarterly,True,True,True,Tempelhof S,S Ringbahn,78,11.3,137000,6874,148470,7423,3.85
N000131,2023-08-05,NC0142,Wohnen Tempelhof,Vonovia,Tempelhof,Tempelhof-Schöneberg,52.47691,13.3808,3_room,3,83.2,1,4,A,2028,50,under_construction,off_plan_30_70,True,True,False,Yorckstraße,U7,23,4.39,525000,6314,567189,6819,4.1
N000132,2025-01-18,NC0064,Kiez Plänterwald,Stofanel,Plänterwald,Treptow-Köpenick,52.48239,13.47212,2_room,2,72.6,3,5,A_plus,2028,120,ready_within_6m,off_plan_30_70,True,True,False,Karl-Marx-Straße,U7,35,7.42,474000,6533,512177,7056,3.3
N000133,2021-11-18,NC0081,Residenz Hohenschönhausen,Deutsche Wohnen,Hohenschönhausen,Lichtenberg,52.56953,13.50701,1_room,1,32.5,4,6,A_plus,2025,120,ready_within_6m,off_plan_30_70,True,True,True,Hallesches Tor,U1,138,10.56,164000,5030,176767,5432,1.1
N000134,2024-01-23,NC0033,Carré Kreuzberg,Trockland,Kreuzberg,Friedrichshain-Kreuzberg,52.50161,13.39768,4_room,4,96.8,0,4,A,2025,250,under_construction,tranches_quarterly,True,True,True,Sundgauer Straße,S1,136,2.12,1131000,11680,1221419,12615,3.85
N000135,2021-07-19,NC0091,Quartier Lankwitz,Gewobag,Lankwitz,Steglitz-Zehlendorf,52.43974,13.35515,3_room,3,68.1,5,5,A,2027,20,completed,off_plan_30_70,True,False,True,Hausvogteiplatz,U2,105,8.65,464000,6811,500755,7356,1.1
N000136,2022-10-06,NC0189,Wohnen Kaulsdorf,Vonovia,Kaulsdorf,Marzahn-Hellersdorf,52.50893,13.6106,2_room,2,48.8,6,6,A_plus,2028,500,ready_within_6m,off_plan_30_70,True,True,False,Britz-Süd,U7,165,15.78,250000,5113,269708,5522,3.4
N000137,2022-04-27,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,2_room,2,60.8,3,5,A,2026,250,completed,70_30,True,True,True,Friedrichstraße,Stadtbahn,98,8.49,440000,7248,475565,7828,1.8
N000138,2022-10-09,NC0166,Platz Müggelheim,Groth Gruppe,Müggelheim,Treptow-Köpenick,52.41935,13.68769,3_room,3,88.4,3,8,A,2026,250,under_construction,tranches_quarterly,True,True,False,Warschauer Straße S,Stadtbahn,230,23.6,629000,7121,679717,7691,3.4
N000139,2021-06-06,NC0172,Pavillon Gatow,Becken,Gatow,Spandau,52.48549,13.17774,1_room,1,31.7,4,5,A,2027,500,under_construction,full_at_handover,True,True,True,Fehrbelliner Platz,U7,116,13.96,129000,4062,139142,4387,1.1
N000140,2024-10-12,NC0198,Suites Steglitz,Diamona & Harnisch,Steglitz,Steglitz-Zehlendorf,52.44761,13.32587,1_room,1,31.8,1,5,A_plus,2026,500,completed,off_plan_30_70,True,True,True,Frankfurter Allee,S Ringbahn,155,8.41,361000,11325,389458,12231,3.5
N000141,2021-10-29,NC0067,Hofgarten Tiergarten,Berlinovo,Tiergarten,Mitte,52.5141,13.35763,3_room,3,67.3,1,4,B,2024,250,under_construction,70_30,True,True,True,Potsdamer Platz,U2,16,1.38,848000,12604,916220,13612,1.1
N000142,2022-01-19,NC0196,Park Friedenau,Becken,Friedenau,Tempelhof-Schöneberg,52.47282,13.31858,4_room,4,153.6,8,12,B,2025,50,ready_within_6m,full_at_handover,True,True,False,Innsbrucker Platz,S Ringbahn,23,6.28,1371000,8924,1480163,9638,1.8
N000143,2026-04-01,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,2_room,2,74.3,1,8,A,2026,500,under_construction,tranches_quarterly,True,True,True,Wilmersdorfer Straße,U7,8,4.96,824000,11082,889569,11969,3.1
N000144,2024-12-24,NC0077,Höfe Britz,Buwog,Britz,Neukölln,52.45055,13.44052,2_room,2,69.0,0,8,B,2025,120,under_construction,tranches_quarterly,True,True,False,Parchimer Allee,U7,11,8.46,364000,5275,392908,5697,3.5
N000145,2021-04-04,NC0170,Gärten Tiergarten,ZIEGERT EverEstate,Tiergarten,Mitte,52.51449,13.34122,2_room,2,55.8,2,6,A,2026,120,ready_within_6m,tranches_quarterly,True,True,True,Tempelhof S,S Ringbahn,72,2.48,588000,10544,635126,11387,1.1
N000146,2024-11-22,NC0052,Atelier Märkisches,Vonovia,Märkisches Viertel,Reinickendorf,52.60211,13.34025,3_room,3,75.4,6,12,A,2027,500,completed,tranches_quarterly,True,False,True,Pankstraße,U8,85,9.87,458000,6080,495119,6566,3.5
N000147,2021-08-13,NC0171,Wohnen Frohnau,Diamona & Harnisch,Frohnau,Reinickendorf,52.63789,13.28948,4_room,4,112.4,5,6,A,2025,20,under_construction,tranches_quarterly,True,False,True,Westkreuz,S Ringbahn,187,14.78,649000,5778,701319,6240,1.1
N000148,2021-08-16,NC0145,Living Tempelhof,Investa Real Estate,Tempelhof,Tempelhof-Schöneberg,52.47325,13.40964,2_room,2,78.3,3,4,A,2025,250,completed,off_plan_30_70,True,True,False,Hackescher Markt,Stadtbahn,69,5.25,478000,6102,515913,6591,1.1
N000149,2022-01-26,NC0135,Atelier Schmargendorf,Bonava,Schmargendorf,Charlottenburg-Wilmersdorf,52.47003,13.29195,3_room,3,99.5,3,5,A,2026,250,under_construction,full_at_handover,True,True,True,Bülowstraße,U2,67,7.76,1275000,12810,1377060,13834,1.8
N000150,2023-08-05,NC0082,Gärten Lankwitz,Trockland,Lankwitz,Steglitz-Zehlendorf,52.4392,13.34618,2_room,2,47.0,2,4,A_plus,2026,50,under_construction,off_plan_30_70,True,True,True,Wilmersdorfer Straße,U7,100,8.84,344000,7323,371433,7909,4.1
N000151,2023-01-12,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,1_room,1,37.9,2,5,B,2028,250,under_construction,tranches_quarterly,True,True,False,Hermannstraße,U8,41,7.31,280000,7391,302591,7983,3.85
N000152,2024-03-02,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,3_room,3,100.3,9,12,A_plus,2027,120,ready_within_6m,70_30,True,True,True,Jakob-Kaiser-Platz,U7,69,6.08,1097000,10937,1184378,11812,3.85
N000153,2021-12-27,NC0086,Platz Weißensee,Investa Real Estate,Weißensee,Pankow,52.55186,13.47964,1_room,1,20.0,0,4,A,2026,50,under_construction,full_at_handover,True,True,True,Bellevue,Stadtbahn,120,7.95,162000,8097,174899,8745,1.1
N000154,2023-01-20,NC0112,Domizil Heiligensee,Gewobag,Heiligensee,Reinickendorf,52.61741,13.23483,2_room,2,54.0,2,5,B,2026,120,under_construction,off_plan_30_70,True,True,True,Südkreuz,S Ringbahn,220,14.82,347000,6425,374659,6939,3.85
N000155,2025-02-21,NC0101,Quartier Borsigwalde,Becken,Borsigwalde,Reinickendorf,52.58451,13.28308,3_room,3,63.3,3,4,A_plus,2028,250,under_construction,70_30,True,True,True,Pankstraße,U8,103,9.92,402000,6355,434263,6864,3.3
N000156,2023-03-08,NC0155,Höfe Wittenau,Bonava,Wittenau,Reinickendorf,52.5831,13.33203,3_room,3,62.1,1,5,A_plus,2026,20,ready_within_6m,tranches_quarterly,True,True,True,Franz-Neumann-Platz,U8,39,8.04,386000,6214,416736,6711,3.85
N000157,2021-01-20,NC0071,Living Marzahn,Diamona & Harnisch,Marzahn,Marzahn-Hellersdorf,52.54558,13.55316,5_room_plus,5,151.5,3,5,A_plus,2028,20,under_construction,tranches_quarterly,True,True,True,Jannowitzbrücke,Stadtbahn,119,12.31,736000,4858,794882,5246,1.1
N000158,2024-07-04,NC0101,Quartier Borsigwalde,Becken,Borsigwalde,Reinickendorf,52.58451,13.28308,1_room,1,46.5,3,5,A,2028,250,ready_within_6m,70_30,True,True,True,Rohrdamm,U7,76,9.92,298000,6418,322322,6932,3.5
N000159,2024-10-28,NC0066,Höfe Lichterfelde,Adler Group,Lichterfelde,Steglitz-Zehlendorf,52.42957,13.30744,3_room,3,64.0,1,4,A_plus,2028,20,under_construction,off_plan_30_70,True,False,True,Schlesisches Tor,U1,152,10.75,624000,9753,673697,10534,3.5
N000160,2024-07-02,NC0164,Hofgarten Mariendorf,Bauwert,Mariendorf,Tempelhof-Schöneberg,52.44319,13.39109,4_room,4,124.1,2,5,B,2026,50,completed,full_at_handover,True,True,True,Wittenau U,U8,205,8.18,852000,6866,920634,7416,3.5
N000161,2026-02-18,NC0151,Hofgarten Schmöckwitz,Diamona & Harnisch,Schmöckwitz,Treptow-Köpenick,52.37583,13.63012,2_room,2,56.3,6,12,A,2026,500,completed,off_plan_30_70,True,True,True,Karl-Marx-Straße,U7,203,23.17,417000,7400,450250,7992,3.1
N000162,2023-01-11,NC0143,Towers Alt-Treptow,Bauwert,Alt-Treptow,Treptow-Köpenick,52.49622,13.44378,3_room,3,87.2,1,5,A,2027,20,completed,tranches_quarterly,True,True,True,Gesundbrunnen U,U8,82,5.0,622000,7138,671958,7709,3.85
N000163,2025-10-26,NC0031,Platz Kreuzberg,Trockland,Kreuzberg,Friedrichshain-Kreuzberg,52.49945,13.39317,3_room,3,82.9,0,5,A_plus,2027,20,under_construction,full_at_handover,False,True,False,Möckernbrücke,U1,12,2.15,1010000,12186,1090807,13160,3.1
N000164,2022-12-17,NC0058,Gärten Britz,Gewobag,Britz,Neukölln,52.45139,13.44651,1_room,1,38.4,1,5,A,2026,500,ready_within_6m,full_at_handover,True,True,False,Parchimer Allee,U7,5,8.59,210000,5464,226374,5901,3.4
N000165,2021-05-05,NC0037,Pavillon Gesundbrunnen,Gewobag,Gesundbrunnen,Mitte,52.54921,13.38786,1_room,1,45.5,2,5,A,2025,50,completed,70_30,True,True,True,Gesundbrunnen S,S Ringbahn,7,3.72,292000,6413,314960,6926,1.1
N000166,2022-01-26,NC0080,Höfe Mitte,Project Immobilien,Mitte (Ort),Mitte,52.51973,13.42461,2_room,2,66.5,5,6,A,2026,50,under_construction,full_at_handover,True,True,False,Hackescher Markt,Stadtbahn,19,3.2,780000,11736,842536,12675,1.8
N000167,2022-05-03,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,4_room,4,143.1,1,6,A,2025,20,under_construction,off_plan_30_70,False,True,True,Mohrenstraße,U2,129,10.87,1226000,8567,1323702,9253,1.8
N000168,2021-11-15,NC0085,Höfe Wannsee,Bauwert,Wannsee,Steglitz-Zehlendorf,52.42625,13.15801,4_room,4,141.4,3,6,A_plus,2024,20,under_construction,off_plan_30_70,True,False,False,Ernst-Reuter-Platz,U2,176,17.94,1505000,10648,1625616,11500,1.1
N000169,2026-01-13,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,4_room,4,110.6,1,5,A_plus,2025,20,under_construction,off_plan_30_70,True,False,False,Ostkreuz,S Ringbahn,160,10.87,989000,8935,1067752,9650,3.1
N000170,2025-02-10,NC0080,Höfe Mitte,Project Immobilien,Mitte (Ort),Mitte,52.51973,13.42461,4_room,4,106.4,1,6,A,2026,50,under_construction,off_plan_30_70,True,True,True,Sundgauer Straße,S1,168,3.2,1517000,14258,1638535,15398,3.3
N000171,2023-06-05,NC0122,Atelier Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.45907,13.64017,1_room,1,38.8,4,4,A,2027,250,under_construction,tranches_quarterly,True,True,False,Mendelssohn-Bartholdy,U2,231,18.88,259000,6682,279980,7216,3.85
N000172,2023-06-09,NC0154,Suites Rummelsburg,Stofanel,Rummelsburg,Lichtenberg,52.5072,13.48355,2_room,2,64.8,0,5,A_plus,2027,120,under_construction,tranches_quarterly,True,True,True,Residenzstraße,U8,135,7.23,493000,7597,532099,8205,3.85
N000173,2026-03-25,NC0128,Lofts Lübars,Trockland,Lübars,Reinickendorf,52.60422,13.36301,1_room,1,39.8,4,5,A_plus,2025,50,under_construction,70_30,True,True,True,Karl-Bonhoeffer-Nervenklinik,U8,35,9.83,284000,7130,306277,7701,3.1
N000174,2024-01-31,NC0101,Quartier Borsigwalde,Becken,Borsigwalde,Reinickendorf,52.58451,13.28308,3_room,3,74.4,2,5,B,2028,250,ready_within_6m,off_plan_30_70,True,True,False,Voltastraße,U8,104,9.92,339000,4555,366020,4919,3.85
N000175,2023-01-01,NC0017,Hofgarten Lichtenrade,Groth Gruppe,Lichtenrade,Tempelhof-Schöneberg,52.39883,13.40163,2_room,2,67.8,4,12,B,2027,250,under_construction,off_plan_30_70,True,True,False,Prenzlauer Allee S,S Ringbahn,202,13.16,418000,6155,450946,6647,3.85
N000176,2025-04-29,NC0039,Heimat Wannsee,Becken,Wannsee,Steglitz-Zehlendorf,52.41448,13.17166,2_room,2,74.9,1,4,B,2028,250,completed,full_at_handover,True,True,False,Wannsee,S1,16,17.97,899000,12013,971237,12974,3.3
N000177,2024-11-29,NC0060,Hofgarten Köpenick,Adler Group,Köpenick (Ort),Treptow-Köpenick,52.45233,13.56942,3_room,3,93.6,5,12,A_plus,2024,120,completed,70_30,True,True,True,Blaschkoallee,U7,102,14.8,713000,7619,770481,8229,3.5
N000178,2026-03-20,NC0151,Hofgarten Schmöckwitz,Diamona & Harnisch,Schmöckwitz,Treptow-Köpenick,52.37583,13.63012,3_room,3,66.8,3,8,A_plus,2026,500,under_construction,tranches_quarterly,True,True,True,Neukölln S,S Ringbahn,197,23.17,484000,7236,522251,7815,3.1
N000179,2024-04-23,NC0175,Suites Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.48535,13.30929,2_room,2,55.5,1,6,A_plus,2026,20,under_construction,off_plan_30_70,True,True,True,Berlin Hauptbahnhof,Stadtbahn,72,5.77,558000,10057,603124,10862,3.85
N000180,2024-06-03,NC0007,Atelier Lichterfelde,TAG Immobilien,Lichterfelde,Steglitz-Zehlendorf,52.4369,13.31432,3_room,3,73.5,5,5,A_plus,2026,500,ready_within_6m,off_plan_30_70,True,True,False,Botanischer Garten,S1,9,9.82,567000,7711,612350,8328,3.85
N000181,2026-01-06,NC0119,Hofgarten Kaulsdorf,Stofanel,Kaulsdorf,Marzahn-Hellersdorf,52.50598,13.59262,2_room,2,69.1,3,4,B,2028,500,ready_within_6m,full_at_handover,True,True,True,Leinestraße,U8,142,14.59,349000,5045,376576,5449,3.1
N000182,2025-09-24,NC0061,Lofts Pankow,Deutsche Wohnen,Pankow (Ort),Pankow,52.56998,13.39202,1_room,1,37.9,10,12,A,2025,50,ready_within_6m,70_30,True,True,True,Lindauer Allee,U8,41,6.05,363000,9584,392036,10350,3.1
N000183,2023-02-01,NC0173,Quartier Hellersdorf,Trockland,Hellersdorf,Marzahn-Hellersdorf,52.54002,13.60707,2_room,2,44.7,0,5,B,2028,120,under_construction,full_at_handover,False,True,True,Greifswalder Straße,S Ringbahn,133,15.74,230000,5135,247958,5546,3.85
N000184,2026-03-14,NC0173,Quartier Hellersdorf,Trockland,Hellersdorf,Marzahn-Hellersdorf,52.54002,13.60707,3_room,3,96.2,1,5,A_plus,2028,120,under_construction,off_plan_30_70,True,False,False,Sundgauer Straße,S1,304,15.74,399000,4149,431300,4481,3.1
N000185,2025-12-04,NC0090,Pavillon Kladow,Diamona & Harnisch,Kladow,Spandau,52.44679,13.13695,2_room,2,86.8,0,6,A,2026,120,under_construction,70_30,True,True,True,Brandenburger Tor S,S1,220,18.04,579000,6670,625295,7204,3.1
N000186,2025-07-17,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,5_room_plus,5,87.9,4,6,A_plus,2028,250,under_construction,tranches_quarterly,True,True,False,Alexanderplatz S,Stadtbahn,74,7.31,608000,6921,656750,7475,3.1
N000187,2022-09-04,NC0061,Lofts Pankow,Deutsche Wohnen,Pankow (Ort),Pankow,52.56998,13.39202,4_room,4,98.5,5,6,A_plus,2025,50,completed,off_plan_30_70,True,True,False,Franz-Neumann-Platz,U8,35,6.05,799000,8114,863212,8763,3.4
N000188,2021-05-07,NC0152,Allee Plänterwald,GAGFAH,Plänterwald,Treptow-Köpenick,52.48571,13.47455,2_room,2,76.5,10,12,A_plus,2027,500,under_construction,70_30,True,True,False,Brandenburger Tor S,S1,89,7.39,570000,7456,615680,8052,1.1
N000189,2025-03-07,NC0069,Pavillon Britz,Groth Gruppe,Britz,Neukölln,52.44972,13.44916,4_room,4,93.5,3,4,A,2024,20,under_construction,tranches_quarterly,True,True,True,Grenzallee,U7,12,8.84,598000,6400,646185,6912,3.3
