id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,year_built,building_era,energy_class,position,condition,has_lift,has_balcony,has_cellar,has_parking,transit_station,transit_line,transit_distance_min,transit_distance_type,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
S000104,2022-02-22,Kladow,Spandau,medium,52.44749,13.1711,3_room,3,121.3,3,6,1902,altbau_pre_1949,G,seitenflügel,renoviert,False,True,True,True,Jakob-Kaiser-Platz,U7,63,tram_bus,15.95,308000,2538,332448,2741,1.8
S000105,2023-06-15,Lankwitz,Steglitz-Zehlendorf,medium,52.4321,13.35188,3_room,3,64.3,0,5,2019,new_post_2010,A,vorderhaus,renovierungsbedürftig,True,True,True,False,Residenzstraße,U8,65,tram_bus,9.52,241000,3752,260484,4053,3.85
S000106,2023-09-23,Märkisches Viertel,Reinickendorf,low,52.60176,13.35842,1_room,1,21.7,0,3,1964,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,False,True,False,True,Residenzstraße,U8,24,tram_bus,9.59,36000,1638,38439,1769,4.1
S000107,2024-10-21,Neukölln (Ort),Neukölln,medium,52.4866,13.44484,2_room,2,65.7,0,5,2005,modern_1990_2010,H,vorderhaus,saniert,True,True,True,False,Franz-Neumann-Platz,U8,49,tram_bus,5.62,242000,3686,261635,3981,3.5
S000108,2022-01-15,Müggelheim,Treptow-Köpenick,low,52.41853,13.6822,2_room,2,49.4,1,5,1958,post_war_1949_1990,H,gartenhaus,kernsaniert,True,True,True,False,Parchimer Allee,U7,73,tram_bus,23.32,138000,2782,148539,3004,1.8
S000109,2022-02-09,Friedrichshagen,Treptow-Köpenick,medium,52.4532,13.63272,2_room,2,60.1,2,4,1983,post_war_1949_1990,D,hinterhaus,renovierungsbedürftig,True,True,True,False,Hallesches Tor,U1,75,tram_bus,18.64,140000,2332,151419,2518,1.8
S000110,2020-02-21,Falkenhagener Feld,Spandau,low,52.55623,13.17938,1_room,1,23.8,5,5,1964,post_war_1949_1990,F,hinterhaus,renoviert,True,False,True,True,Paracelsus-Bad,U8,47,tram_bus,14.13,30000,1256,32319,1357,1.1
S000111,2026-01-11,Märkisches Viertel,Reinickendorf,low,52.6032,13.33839,2_room,2,68.8,4,5,1904,altbau_pre_1949,C,vorderhaus,renovierungsbedürftig,True,True,True,False,Pankstraße,U8,28,tram_bus,10.02,185000,2694,200038,2909,3.1
S000112,2023-12-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51971,13.29339,2_room,2,56.8,3,4,1891,altbau_pre_1949,E,hinterhaus,kernsaniert,False,True,False,True,Möckernbrücke,U1,26,tram_bus,5.72,335000,5891,361409,6362,4.1
S000113,2026-02-20,Falkenberg,Lichtenberg,low,52.59316,13.51778,4_room,4,97.8,4,5,1991,modern_1990_2010,D,seitenflügel,modernisiert,True,True,True,True,Residenzstraße,U8,59,tram_bus,12.76,254000,2599,274552,2806,3.1
S000114,2025-11-14,Spandau (Ort),Spandau,low,52.53594,13.19198,3_room,3,98.9,4,4,1930,altbau_pre_1949,H,hinterhaus,saniert,False,False,True,False,Heidelberger Platz,S Ringbahn,47,tram_bus,12.75,187000,1891,201892,2042,3.1
S000115,2024-05-20,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50109,13.39275,5_room_plus,5,149.8,2,3,1926,altbau_pre_1949,D,vorderhaus,kernsaniert,False,True,True,False,Siemensdamm,U7,48,tram_bus,1.97,1002000,6689,1082213,7224,3.85
S000116,2021-03-14,Märkisches Viertel,Reinickendorf,low,52.60016,13.35505,3_room,3,74.8,0,4,1892,altbau_pre_1949,C,vorderhaus,saniert,False,True,True,False,Paracelsus-Bad,U8,22,tram_bus,9.45,201000,2687,216887,2901,1.1
S000117,2024-02-14,Rudow,Neukölln,low,52.41316,13.4764,1_room,1,36.7,1,4,1967,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,True,False,Rudow,U7,4,walk,13.28,104000,2821,111925,3047,3.85
S000118,2026-03-14,Lübars,Reinickendorf,medium,52.60743,13.34689,3_room,3,91.3,4,6,1960,post_war_1949_1990,H,vorderhaus,modernisiert,True,True,True,False,Prenzlauer Allee S,S Ringbahn,44,tram_bus,10.35,251000,2745,270583,2965,3.1
S000119,2023-01-13,Mitte (Ort),Mitte,high,52.52078,13.4043,5_room_plus,5,191.4,1,4,2010,new_post_2010,A,vorderhaus,renoviert,True,False,True,False,Hackescher Markt,Stadtbahn,6,walk,1.87,2199000,11491,2374818,12411,3.85
S000120,2022-08-13,Dahlem,Steglitz-Zehlendorf,high,52.45854,13.2946,3_room,3,77.4,11,12,1928,altbau_pre_1949,C,vorderhaus,saniert,False,True,True,True,Sundgauer Straße,S1,12,tram_bus,8.54,612000,7906,660496,8539,3.4
S000121,2022-04-14,Lichtenberg (Ort),Lichtenberg,medium,52.51304,13.4789,4_room,4,129.5,0,4,1985,post_war_1949_1990,B,vorderhaus,saniert,True,False,True,False,Landsberger Allee,S Ringbahn,13,tram_bus,6.86,437000,3374,471936,3643,1.8
S000122,2023-02-03,Falkenberg,Lichtenberg,low,52.58734,13.52414,1_room,1,38.0,2,5,1967,post_war_1949_1990,B,gartenhaus,saniert,True,True,True,True,Neukölln,U7,66,tram_bus,12.67,103000,2719,111681,2936,3.85
S000123,2022-02-22,Wittenau,Reinickendorf,low,52.59478,13.32732,2_room,2,64.9,0,3,1994,modern_1990_2010,H,gartenhaus,modernisiert,True,True,False,False,Wittenau U,U8,2,walk,9.37,192000,2964,207695,3201,1.8
S000124,2024-11-01,Alt-Treptow,Treptow-Köpenick,medium,52.49227,13.4539,4_room,4,75.2,4,12,1990,modern_1990_2010,D,vorderhaus,kernsaniert,True,True,False,True,Schlesisches Tor,U1,7,tram_bus,5.81,541000,7193,584362,7769,3.5
S000125,2021-09-04,Lichterfelde,Steglitz-Zehlendorf,medium,52.44424,13.30176,3_room,3,80.9,1,8,2014,new_post_2010,A,vorderhaus,modernisiert,True,True,True,True,Bundesplatz,S Ringbahn,26,tram_bus,9.52,556000,6874,600275,7424,1.1
S000126,2024-03-27,Adlershof,Treptow-Köpenick,medium,52.43068,13.53606,3_room,3,90.2,8,8,1943,altbau_pre_1949,D,hinterhaus,renovierungsbedürftig,False,False,True,False,Wittenau U,U8,96,tram_bus,14.34,215000,2383,232093,2574,3.85
S000127,2020-06-05,Tiergarten,Mitte,high,52.50884,13.36311,3_room,3,84.0,2,6,2011,new_post_2010,C,vorderhaus,modernisiert,True,False,True,True,Beusselstraße,S Ringbahn,17,tram_bus,1.29,871000,10374,940978,11204,1.1
S000128,2025-09-06,Heiligensee,Reinickendorf,medium,52.61676,13.26021,4_room,4,98.8,0,5,1976,post_war_1949_1990,E,vorderhaus,kernsaniert,True,False,True,True,Voltastraße,U8,58,tram_bus,13.71,264000,2676,285453,2890,3.1
S000129,2026-01-04,Köpenick (Ort),Treptow-Köpenick,medium,52.44392,13.57414,3_room,3,85.3,4,4,1962,post_war_1949_1990,E,vorderhaus,renoviert,True,True,True,True,Parchimer Allee,U7,38,tram_bus,15.55,273000,3205,295202,3462,3.1
S000130,2026-04-24,Schöneberg,Tempelhof-Schöneberg,high,52.4758,13.35814,3_room,3,94.7,10,12,1954,post_war_1949_1990,F,vorderhaus,modernisiert,False,False,True,True,Schöneberg S,S Ringbahn,10,walk,4.69,493000,5206,532340,5623,3.1
S000131,2024-07-29,Friedrichshain,Friedrichshain-Kreuzberg,high,52.50943,13.44113,4_room,4,117.0,3,6,2005,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,True,False,True,False,Landsberger Allee,S Ringbahn,12,tram_bus,4.36,603000,5150,651005,5562,3.5
S000132,2023-02-17,Pankow (Ort),Pankow,medium,52.57599,13.39263,3_room,3,70.6,4,4,2012,new_post_2010,B,vorderhaus,saniert,True,False,True,True,Franz-Neumann-Platz,U8,19,tram_bus,6.71,570000,8072,615124,8718,3.85
S000133,2023-01-28,Niederschönhausen,Pankow,medium,52.57765,13.41286,2_room,2,45.8,3,5,1966,post_war_1949_1990,G,gartenhaus,renoviert,True,True,True,True,Paracelsus-Bad,U8,25,tram_bus,7.22,152000,3318,164181,3584,3.85
S000134,2026-01-11,Heiligensee,Reinickendorf,medium,52.62175,13.24263,2_room,2,70.9,0,4,2014,new_post_2010,A_plus,seitenflügel,modernisiert,True,True,False,True,Jungfernheide S,S Ringbahn,43,tram_bus,14.86,378000,5325,407735,5751,3.1
S000135,2023-08-05,Gatow,Spandau,medium,52.47806,13.1731,1_room,1,38.6,2,3,1930,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,True,True,Rathaus Spandau,U7,30,tram_bus,14.49,102000,2638,109912,2849,4.1
S000136,2021-10-20,Staaken,Spandau,low,52.54741,13.1403,2_room,2,60.2,10,12,1919,altbau_pre_1949,C,vorderhaus,kernsaniert,False,False,True,False,Mierendorffplatz,U7,51,tram_bus,16.43,187000,3104,201651,3352,1.1
S000137,2021-12-06,Hohenschönhausen,Lichtenberg,low,52.56451,13.53267,1_room,1,20.0,4,4,1984,post_war_1949_1990,C,seitenflügel,kernsaniert,True,True,True,True,Prinzenstraße,U1,43,tram_bus,11.77,63000,3149,68015,3401,1.1
S000138,2025-05-16,Treptow,Treptow-Köpenick,medium,52.48978,13.46598,3_room,3,52.1,2,3,1957,post_war_1949_1990,D,vorderhaus,saniert,False,True,True,False,Ostkreuz,S Ringbahn,14,tram_bus,6.66,159000,3046,171498,3290,3.3
S000139,2023-07-08,Siemensstadt,Spandau,low,52.54273,13.24199,2_room,2,74.5,7,12,2020,new_post_2010,A,vorderhaus,modernisiert,True,True,True,True,Altstadt Spandau,U7,20,tram_bus,9.64,400000,5369,432082,5799,4.1
S000140,2020-12-20,Alt-Treptow,Treptow-Köpenick,medium,52.49501,13.46123,3_room,3,93.1,6,6,1959,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,True,False,False,False,Treptower Park,S Ringbahn,15,walk,6.13,191000,2052,206271,2216,1.1
S000141,2021-01-05,Nikolassee,Steglitz-Zehlendorf,high,52.4258,13.18053,2_room,2,63.7,5,5,1919,altbau_pre_1949,F,seitenflügel,renovierungsbedürftig,False,False,True,False,Nikolassee,S1,4,walk,16.72,162000,2545,175135,2749,1.1
S000142,2023-07-06,Siemensstadt,Spandau,low,52.5473,13.24864,1_room,1,47.6,3,4,2007,modern_1990_2010,C,seitenflügel,modernisiert,True,False,True,False,Ruhleben,U2,15,tram_bus,9.39,183000,3837,197263,4144,4.1
S000143,2022-05-12,Grunewald,Charlottenburg-Wilmersdorf,high,52.4801,13.25576,5_room_plus,5,164.3,4,4,1887,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,True,False,Wittenbergplatz,U1,34,tram_bus,9.18,1093000,6649,1179950,7181,1.8
S000144,2024-02-08,Heiligensee,Reinickendorf,medium,52.61654,13.2399,3_room,3,96.8,4,8,1957,post_war_1949_1990,F,gartenhaus,kernsaniert,True,True,False,False,Britz-Süd,U7,100,tram_bus,14.53,255000,2633,275346,2843,3.85
S000145,2020-10-03,Reinickendorf (Ort),Reinickendorf,low,52.5654,13.33528,1_room,1,24.9,3,8,1890,altbau_pre_1949,F,vorderhaus,saniert,False,True,True,False,Beusselstraße,S Ringbahn,24,tram_bus,6.17,84000,3375,90843,3645,1.1
S000146,2023-05-28,Adlershof,Treptow-Köpenick,medium,52.43499,13.55115,3_room,3,97.2,2,3,2023,new_post_2010,B,vorderhaus,renoviert,True,True,True,False,Altstadt Spandau,U7,109,tram_bus,14.82,502000,5163,541952,5576,3.85
S000147,2021-11-10,Konradshöhe,Reinickendorf,medium,52.61113,13.22359,2_room,2,86.5,5,6,1945,altbau_pre_1949,G,vorderhaus,saniert,False,True,True,False,Paracelsus-Bad,U8,42,tram_bus,14.82,197000,2274,212504,2456,1.1
S000148,2024-08-04,Marienfelde,Tempelhof-Schöneberg,low,52.41726,13.36686,3_room,3,97.9,0,3,1975,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,False,False,False,True,Zehlendorf S,S1,38,tram_bus,11.04,231000,2365,249957,2554,3.5
S000149,2021-03-25,Malchow,Lichtenberg,low,52.56527,13.48514,1_room,1,32.0,1,5,1955,post_war_1949_1990,E,hinterhaus,kernsaniert,False,True,True,False,Jannowitzbrücke,Stadtbahn,37,tram_bus,9.08,71000,2222,76847,2399,1.1
S000150,2025-04-17,Lübars,Reinickendorf,medium,52.61033,13.3542,2_room,2,59.5,2,3,1911,altbau_pre_1949,E,seitenflügel,modernisiert,False,False,False,False,Karl-Bonhoeffer-Nervenklinik,U8,17,tram_bus,10.58,198000,3337,214289,3604,3.3
S000151,2025-06-12,Tempelhof,Tempelhof-Schöneberg,medium,52.46984,13.40173,4_room,4,122.9,8,8,1946,altbau_pre_1949,H,seitenflügel,modernisiert,False,True,True,True,Storkower Straße,S Ringbahn,40,tram_bus,5.42,376000,3058,405852,3302,3.3
S000152,2021-03-03,Kaulsdorf,Marzahn-Hellersdorf,low,52.51075,13.58267,2_room,2,75.2,3,8,1978,post_war_1949_1990,F,seitenflügel,kernsaniert,True,False,True,False,Tiergarten S,Stadtbahn,73,tram_bus,13.88,149000,1987,161397,2146,1.1
S000153,2025-02-23,Niederschönhausen,Pankow,medium,52.56804,13.41304,3_room,3,71.8,2,12,1965,post_war_1949_1990,C,vorderhaus,kernsaniert,True,True,True,False,Pankow U2,U2,15,walk,6.23,328000,4566,354277,4932,3.3
S000154,2021-11-28,Falkenhagener Feld,Spandau,low,52.54769,13.18345,2_room,2,55.3,3,5,1958,post_war_1949_1990,E,hinterhaus,renovierungsbedürftig,True,False,False,True,Franz-Neumann-Platz,U8,53,tram_bus,13.6,82000,1481,88456,1600,1.1
S000155,2024-03-31,Wartenberg,Lichtenberg,low,52.58349,13.51489,1_room,1,35.7,5,12,1997,modern_1990_2010,G,hinterhaus,saniert,True,True,True,False,Blaschkoallee,U7,69,tram_bus,11.91,66000,1843,71101,1990,3.85
S000156,2020-02-20,Friedrichshagen,Treptow-Köpenick,medium,52.45661,13.61649,4_room,4,151.1,2,4,1981,post_war_1949_1990,D,vorderhaus,saniert,False,True,True,False,Rudow,U7,49,tram_bus,17.48,460000,3045,496845,3288,1.1
S000157,2022-04-01,Buch,Pankow,low,52.64191,13.4916,2_room,2,55.8,5,6,1934,altbau_pre_1949,F,hinterhaus,renoviert,False,True,True,True,Osloer Straße,U8,51,tram_bus,15.95,119000,2123,128019,2293,1.8
S000158,2026-04-06,Hohenschönhausen,Lichtenberg,low,52.55781,13.50437,3_room,3,104.7,0,6,1968,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,True,False,Prenzlauer Allee S,S Ringbahn,28,tram_bus,9.73,321000,3066,346791,3311,3.1
S000159,2024-06-02,Spandau (Ort),Spandau,low,52.54181,13.19887,3_room,3,87.3,5,6,1943,altbau_pre_1949,E,vorderhaus,kernsaniert,False,False,False,False,Lindauer Allee,U8,47,tram_bus,12.43,233000,2669,251688,2882,3.85
S000160,2023-10-23,Moabit,Mitte,medium,52.52778,13.33095,3_room,3,86.1,1,4,1912,altbau_pre_1949,D,seitenflügel,modernisiert,False,True,True,False,Gneisenaustraße,U7,26,tram_bus,3.41,618000,7178,667323,7752,4.1
S000161,2020-06-22,Falkenberg,Lichtenberg,low,52.58201,13.51924,3_room,3,64.2,0,8,1972,post_war_1949_1990,D,seitenflügel,kernsaniert,False,True,True,False,Yorckstraße,U7,67,tram_bus,12.04,127000,1973,136744,2131,1.1
S000162,2025-09-19,Malchow,Lichtenberg,low,52.58023,13.47206,1_room,1,41.0,0,3,1912,altbau_pre_1949,E,seitenflügel,modernisiert,False,False,True,False,Savignyplatz,Stadtbahn,58,tram_bus,9.55,97000,2371,104993,2561,3.1
S000163,2022-12-11,Moabit,Mitte,medium,52.53334,13.33536,2_room,2,51.7,0,6,1895,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,False,True,True,False,Residenzstraße,U8,21,tram_bus,3.43,231000,4475,249742,4833,3.4
S000164,2024-10-18,Zehlendorf,Steglitz-Zehlendorf,high,52.4356,13.26476,3_room,3,102.1,0,3,2004,modern_1990_2010,C,vorderhaus,kernsaniert,True,False,False,False,Zehlendorf S,S1,3,walk,11.79,712000,6979,769266,7538,3.5
S000165,2022-01-04,Weißensee,Pankow,medium,52.54919,13.45936,1_room,1,32.9,4,4,1965,post_war_1949_1990,G,vorderhaus,renovierungsbedürftig,True,True,True,True,Pankstraße,U8,24,tram_bus,6.62,96000,2904,103275,3137,1.8
S000166,2020-10-15,Siemensstadt,Spandau,low,52.52801,13.27794,1_room,1,41.2,0,5,1962,post_war_1949_1990,B,gartenhaus,saniert,True,True,False,False,Ernst-Reuter-Platz,U2,25,tram_bus,6.87,119000,2890,128713,3121,1.1
S000167,2021-04-16,Lichtenrade,Tempelhof-Schöneberg,low,52.39073,13.39432,3_room,3,92.9,2,5,1944,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,False,True,False,False,Zwickauer Damm,U7,29,tram_bus,14.01,186000,1998,200398,2157,1.1
S000168,2022-02-02,Karlshorst,Lichtenberg,medium,52.4783,13.5596,2_room,2,76.4,0,3,1980,post_war_1949_1990,A,vorderhaus,renovierungsbedürftig,False,True,True,False,Neukölln S,S Ringbahn,33,tram_bus,13.02,170000,2231,184106,2409,1.8
S000169,2021-04-24,Falkenhagener Feld,Spandau,low,52.55338,13.18806,2_room,2,60.8,5,6,1968,post_war_1949_1990,C,vorderhaus,renoviert,False,True,False,True,Rathaus Spandau,U7,13,tram_bus,13.47,122000,2000,131291,2160,1.1
S000170,2024-02-10,Köpenick (Ort),Treptow-Köpenick,medium,52.43774,13.58379,1_room,1,39.1,4,4,2021,new_post_2010,A,vorderhaus,renoviert,True,False,False,False,Kleistpark,U7,66,tram_bus,16.47,161000,4131,174395,4461,3.85
S000171,2022-01-10,Gropiusstadt,Neukölln,low,52.42799,13.44365,1_room,1,23.7,1,4,1968,post_war_1949_1990,C,gartenhaus,modernisiert,False,False,True,False,Lipschitzallee,U7,4,walk,10.79,77000,3239,83086,3499,1.8
S000172,2021-03-20,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51152,13.3137,2_room,2,70.9,0,5,1894,altbau_pre_1949,G,hinterhaus,modernisiert,False,True,True,False,Hausvogteiplatz,U2,31,tram_bus,4.36,330000,4651,356370,5023,1.1
S000173,2023-10-04,Mahlsdorf,Marzahn-Hellersdorf,low,52.5086,13.62722,1_room,1,20.9,1,3,1980,post_war_1949_1990,C,vorderhaus,kernsaniert,False,True,False,False,Neukölln S,S Ringbahn,59,tram_bus,16.91,44000,2122,47811,2292,4.1
S000174,2023-09-07,Lübars,Reinickendorf,medium,52.60358,13.35828,2_room,2,56.1,2,6,1953,post_war_1949_1990,D,vorderhaus,saniert,False,True,True,False,Mierendorffplatz,U7,44,tram_bus,9.79,214000,3825,231623,4132,4.1
S000175,2024-06-19,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48625,13.3109,3_room,3,84.5,2,4,1923,altbau_pre_1949,H,hinterhaus,modernisiert,False,False,False,False,Fehrbelliner Platz,U7,7,walk,5.62,505000,5983,545891,6462,3.85
S000176,2025-03-21,Tegel,Reinickendorf,medium,52.57609,13.28034,3_room,3,63.9,3,5,1957,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,True,False,False,Rathaus Spandau,U7,34,tram_bus,9.36,206000,3228,222621,3486,3.3
S000177,2022-11-02,Hansaviertel,Mitte,high,52.51588,13.34079,1_room,1,45.0,4,8,2004,modern_1990_2010,E,vorderhaus,renovierungsbedürftig,True,True,True,True,Tiergarten S,Stadtbahn,9,walk,2.5,328000,7292,354337,7876,3.4
S000178,2022-12-09,Buckow,Neukölln,low,52.43241,13.42642,2_room,2,64.5,4,8,2012,new_post_2010,D,vorderhaus,renoviert,True,True,True,True,Friedenau S,S1,43,tram_bus,9.89,257000,3987,277927,4306,3.4
S000179,2024-01-21,Neukölln (Ort),Neukölln,medium,52.47805,13.44201,3_room,3,65.3,3,6,2012,new_post_2010,A,vorderhaus,renovierungsbedürftig,True,True,True,True,Rathaus Neukölln,U7,3,walk,6.09,374000,5727,404060,6185,3.85
S000180,2025-01-28,Grunewald,Charlottenburg-Wilmersdorf,high,52.49307,13.25499,3_room,3,100.9,1,4,1897,altbau_pre_1949,G,gartenhaus,modernisiert,False,False,True,True,Mexikoplatz,S1,20,tram_bus,8.7,744000,7370,803402,7960,3.3
S000181,2024-11-30,Hansaviertel,Mitte,high,52.51795,13.32775,3_room,3,89.1,2,4,1948,altbau_pre_1949,G,seitenflügel,renovierungsbedürftig,False,False,False,True,Adenauerplatz,U7,21,tram_bus,3.39,448000,5029,483908,5431,3.5
S000182,2023-01-20,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49796,13.30566,1_room,1,30.8,2,8,1933,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,False,False,True,True,Zoologischer Garten S,Stadtbahn,18,tram_bus,5.28,133000,4313,143562,4658,3.85
S000183,2024-06-30,Westend,Charlottenburg-Wilmersdorf,high,52.51841,13.27815,5_room_plus,5,124.4,0,3,1939,altbau_pre_1949,B,vorderhaus,kernsaniert,False,True,True,True,Westkreuz,S Ringbahn,12,tram_bus,6.74,1066000,8572,1151294,9258,3.85
S000184,2023-08-23,Müggelheim,Treptow-Köpenick,low,52.41364,13.6837,1_room,1,33.8,1,5,1957,post_war_1949_1990,E,seitenflügel,renoviert,True,False,False,False,Friedrichstraße,Stadtbahn,98,tram_bus,23.66,70000,2079,75848,2246,4.1
S000185,2020-01-09,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50133,13.39902,1_room,1,30.8,2,3,1963,post_war_1949_1990,F,seitenflügel,saniert,False,False,True,True,Rosa-Luxemburg-Platz,U2,18,tram_bus,2.2,120000,3900,129671,4212,1.1
S000186,2021-10-29,Friedrichshagen,Treptow-Köpenick,medium,52.45828,13.63155,1_room,1,37.2,4,6,1900,altbau_pre_1949,F,vorderhaus,saniert,False,True,True,True,Karl-Marx-Straße,U7,58,tram_bus,18.36,128000,3436,137914,3711,1.1
S000187,2025-09-06,Lichtenberg (Ort),Lichtenberg,medium,52.51976,13.5008,3_room,3,75.1,0,4,1953,post_war_1949_1990,D,hinterhaus,kernsaniert,True,False,True,True,Storkower Straße,S Ringbahn,9,tram_bus,8.34,251000,3346,271345,3614,3.1
S000188,2021-09-24,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.50819,13.30294,1_room,1,24.1,3,6,1880,altbau_pre_1949,E,vorderhaus,saniert,False,False,True,False,Weinmeisterstraße,U8,32,tram_bus,5.14,143000,5962,154894,6439,1.1
S000189,2025-03-09,Gatow,Spandau,medium,52.47485,13.19217,2_room,2,56.3,5,5,1953,post_war_1949_1990,B,vorderhaus,renoviert,True,True,True,False,Bismarckstraße,U7,43,tram_bus,13.38,191000,3397,206621,3668,3.3
S000190,2023-06-14,Malchow,Lichtenberg,low,52.56628,13.47451,2_room,2,77.1,3,6,1984,post_war_1949_1990,B,gartenhaus,modernisiert,True,False,True,True,Boddinstraße,U8,50,tram_bus,8.59,189000,2450,204080,2646,3.85
S000191,2025-11-27,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52894,13.2805,4_room,4,127.0,3,6,1900,altbau_pre_1949,G,vorderhaus,renoviert,False,True,True,False,Jungfernheide S,S Ringbahn,6,walk,6.72,680000,5356,734644,5784,3.1
S000192,2025-08-12,Lichtenrade,Tempelhof-Schöneberg,low,52.40667,13.3951,2_room,2,71.6,2,4,1885,altbau_pre_1949,F,vorderhaus,modernisiert,False,False,True,False,Bülowstraße,U2,50,tram_bus,12.25,178000,2488,192400,2687,3.1
S000193,2023-03-08,Hohenschönhausen,Lichtenberg,low,52.57446,13.51269,2_room,2,50.2,5,5,1980,post_war_1949_1990,B,vorderhaus,renoviert,True,True,True,False,Ostkreuz,S Ringbahn,37,tram_bus,11.19,134000,2668,144559,2881,3.85
S000194,2021-09-27,Rudow,Neukölln,low,52.41535,13.49152,2_room,2,72.9,3,5,1962,post_war_1949_1990,C,vorderhaus,kernsaniert,True,False,True,False,Rudow,U7,3,walk,13.62,301000,4130,325063,4460,1.1
S000195,2026-01-14,Britz,Neukölln,low,52.45318,13.44538,2_room,2,97.1,8,12,1918,altbau_pre_1949,G,vorderhaus,kernsaniert,False,True,True,False,Johannisthaler Chaussee,U7,16,tram_bus,8.38,392000,4042,423760,4366,3.1
S000196,2024-08-13,Konradshöhe,Reinickendorf,medium,52.59962,13.22056,3_room,3,87.6,0,3,1998,modern_1990_2010,E,hinterhaus,kernsaniert,True,True,True,True,Wittenau U,U8,35,tram_bus,14.1,287000,3278,310251,3540,3.5
S000197,2021-11-23,Lankwitz,Steglitz-Zehlendorf,medium,52.43839,13.3492,2_room,2,40.5,5,6,2010,new_post_2010,C,vorderhaus,renovierungsbedürftig,True,True,True,True,Lichterfelde West,S1,24,tram_bus,8.88,181000,4477,195668,4836,1.1
S000198,2025-09-14,Kladow,Spandau,medium,52.4513,13.14603,2_room,2,75.1,5,5,1967,post_war_1949_1990,A,seitenflügel,saniert,True,True,True,False,Nikolassee,S1,22,tram_bus,17.27,262000,3486,282832,3765,3.1
S000199,2025-03-13,Konradshöhe,Reinickendorf,medium,52.60156,13.22426,3_room,3,75.7,0,3,2010,new_post_2010,B,gartenhaus,kernsaniert,True,False,True,False,Bundesplatz,S Ringbahn,66,tram_bus,14.05,288000,3809,311220,4114,3.3
S000200,2022-06-18,Köpenick (Ort),Treptow-Köpenick,medium,52.44072,13.58452,2_room,2,39.3,1,5,1981,post_war_1949_1990,E,seitenflügel,modernisiert,False,False,False,False,Storkower Straße,S Ringbahn,49,tram_bus,16.33,94000,2403,101942,2595,1.8
S000201,2024-06-05,Staaken,Spandau,low,52.53439,13.14415,3_room,3,79.1,5,6,1957,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,False,Wannsee,S1,60,tram_bus,15.93,171000,2163,184860,2336,3.85
