id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd
R000111,2024-12-12,Marzahn,Marzahn-Hellersdorf,low,52.55067,13.55319,2_room,2,65.4,4,4,new_post_2010,A,hinterhaus,modernisiert,True,True,False,Jungfernheide U,U7,215,12.47,470,226,696,7.18,False,2,751
R000112,2023-05-23,Hermsdorf,Reinickendorf,medium,52.61791,13.30332,2_room,2,70.3,1,5,new_post_2010,C,hinterhaus,modernisiert,True,False,False,Jungfernheide U,U7,112,12.37,1013,326,1339,14.41,True,3,1446
R000113,2023-01-09,Malchow,Lichtenberg,low,52.56974,13.47128,1_room,1,21.7,0,6,altbau_pre_1949,H,hinterhaus,renoviert,False,True,False,Boddinstraße,U8,133,8.68,137,88,225,6.34,False,3,243
R000114,2022-08-21,Haselhorst,Spandau,low,52.53814,13.22834,1_room,1,20.0,1,5,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,False,Bismarckstraße,U7,74,10.39,136,86,223,6.81,False,2,241
R000115,2020-02-27,Siemensstadt,Spandau,low,52.55146,13.25111,2_room,2,77.5,3,4,modern_1990_2010,D,seitenflügel,modernisiert,True,True,False,Siemensdamm,U7,9,9.41,661,282,944,8.53,True,2,1019
R000116,2020-06-18,Wedding,Mitte,medium,52.54574,13.36218,1_room,1,45.5,3,3,new_post_2010,C,vorderhaus,renoviert,False,False,False,Jungfernheide U,U7,51,3.44,664,171,835,14.58,False,3,902
R000117,2023-05-24,Wittenau,Reinickendorf,low,52.58898,13.31093,2_room,2,45.5,4,8,modern_1990_2010,F,vorderhaus,kernsaniert,True,False,False,Wittenau U,U8,3,9.26,648,221,869,14.25,False,1,939
R000118,2021-08-08,Französisch Buchholz,Pankow,medium,52.59894,13.42836,1_room,1,34.5,3,3,altbau_pre_1949,F,gartenhaus,modernisiert,False,True,False,Pankow U2,U2,48,9.81,366,134,500,10.61,False,3,540
R000119,2023-05-29,Adlershof,Treptow-Köpenick,medium,52.42706,13.55516,1_room,1,20.7,4,4,post_war_1949_1990,E,seitenflügel,renoviert,True,False,False,Jungfernheide S,S Ringbahn,244,15.59,166,86,252,7.99,False,3,272
R000120,2022-09-02,Siemensstadt,Spandau,low,52.53635,13.23891,2_room,2,45.8,1,6,modern_1990_2010,D,seitenflügel,modernisiert,True,False,True,Tempelhof S,S Ringbahn,142,9.65,412,221,634,9.0,False,3,684
R000121,2023-10-21,Halensee,Charlottenburg-Wilmersdorf,high,52.49984,13.29848,5_room_plus,5,250.7,5,6,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,False,Halensee S,S Ringbahn,2,5.67,5482,1138,6620,21.87,True,3,7149
R000122,2025-12-25,Grunewald,Charlottenburg-Wilmersdorf,high,52.49234,13.26429,4_room,4,118.4,3,4,post_war_1949_1990,B,hinterhaus,modernisiert,False,True,False,Zoologischer Garten,U2,71,8.13,2213,469,2682,18.69,True,3,2897
R000123,2022-07-18,Waidmannslust,Reinickendorf,low,52.59853,13.34247,2_room,2,59.4,5,5,altbau_pre_1949,G,gartenhaus,kernsaniert,False,True,False,Karl-Bonhoeffer-Nervenklinik,U8,17,9.45,601,296,897,10.13,False,3,969
R000124,2024-06-05,Konradshöhe,Reinickendorf,medium,52.60515,13.2174,3_room,3,98.9,8,8,new_post_2010,A_plus,gartenhaus,saniert,True,True,False,Klosterstraße,U2,195,14.66,1554,260,1814,15.71,False,2,1959
R000125,2021-02-02,Konradshöhe,Reinickendorf,medium,52.60442,13.22288,2_room,2,82.2,4,4,modern_1990_2010,F,vorderhaus,renovierungsbedürftig,True,True,False,Hermannstraße S,S Ringbahn,251,14.34,554,276,830,6.74,False,2,896
R000126,2024-08-28,Wannsee,Steglitz-Zehlendorf,high,52.42061,13.1561,2_room,2,54.2,2,4,post_war_1949_1990,A,vorderhaus,saniert,True,False,False,Wannsee,S1,2,18.4,1510,203,1713,27.88,False,1,1851
R000127,2025-02-17,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.4853,13.31377,2_room,2,46.7,3,3,new_post_2010,B,vorderhaus,modernisiert,True,True,False,Hohenzollerndamm S,S Ringbahn,1,5.53,1501,160,1661,32.14,False,3,1794
R000128,2021-07-19,Friedenau,Tempelhof-Schöneberg,high,52.47235,13.31975,1_room,1,40.2,3,4,post_war_1949_1990,A,gartenhaus,modernisiert,False,False,True,Friedenau S,S1,2,6.27,594,145,739,14.78,False,1,798
R000129,2020-08-05,Rudow,Neukölln,low,52.41028,13.49223,3_room,3,119.7,4,6,post_war_1949_1990,G,vorderhaus,modernisiert,False,False,True,Rudow,U7,1,14.11,831,302,1133,6.94,True,3,1223
R000130,2023-10-01,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48583,13.32557,5_room_plus,5,230.9,5,5,post_war_1949_1990,G,hinterhaus,saniert,False,True,False,Bundesplatz,S Ringbahn,21,4.89,2860,869,3730,12.39,True,3,4028
R000131,2023-08-21,Köpenick (Ort),Treptow-Köpenick,medium,52.4254,13.58008,1_room,1,29.8,3,3,altbau_pre_1949,D,vorderhaus,modernisiert,False,True,False,Ostkreuz,S Ringbahn,114,17.03,445,124,569,14.93,False,3,615
R000132,2022-10-01,Wannsee,Steglitz-Zehlendorf,high,52.42244,13.16615,2_room,2,53.1,2,4,post_war_1949_1990,B,vorderhaus,kernsaniert,True,False,False,Wannsee,S1,0,17.73,832,182,1015,15.68,True,3,1096
R000133,2020-03-12,Lübars,Reinickendorf,medium,52.61404,13.3634,2_room,2,64.8,3,3,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,False,True,False,Wittenau U,U8,39,10.91,497,184,681,7.67,False,3,735
R000134,2022-04-11,Karlshorst,Lichtenberg,medium,52.46936,13.53442,2_room,2,38.4,0,5,altbau_pre_1949,E,vorderhaus,renoviert,False,True,False,Storkower Straße,S Ringbahn,70,11.82,327,117,444,8.51,True,3,479
R000135,2020-04-29,Biesdorf,Marzahn-Hellersdorf,low,52.50492,13.53727,1_room,1,30.5,4,4,post_war_1949_1990,D,vorderhaus,renoviert,False,False,False,Neukölln S,S Ringbahn,104,10.87,188,114,301,6.14,False,1,325
R000136,2021-01-14,Wittenau,Reinickendorf,low,52.58803,13.3313,1_room,1,43.6,2,4,post_war_1949_1990,F,seitenflügel,renovierungsbedürftig,True,False,True,Rathaus Reinickendorf,U8,17,8.57,204,158,362,4.68,False,3,391
R000137,2022-10-21,Schmöckwitz,Treptow-Köpenick,medium,52.3738,13.63291,3_room,3,62.5,0,5,post_war_1949_1990,B,vorderhaus,renovierungsbedürftig,True,False,False,Görlitzer Bahnhof,U1,246,23.46,633,259,892,10.12,False,2,963
R000138,2023-07-08,Hansaviertel,Mitte,high,52.52809,13.3446,4_room,4,66.9,1,4,altbau_pre_1949,F,seitenflügel,renoviert,False,True,True,Zoologischer Garten,U2,22,2.6,1600,232,1831,23.91,False,2,1978
R000139,2021-04-11,Kreuzberg,Friedrichshain-Kreuzberg,high,52.5067,13.42272,3_room,3,86.0,5,6,altbau_pre_1949,G,seitenflügel,modernisiert,False,True,False,Südkreuz,S Ringbahn,49,3.23,938,288,1227,10.91,False,3,1325
R000140,2026-01-01,Borsigwalde,Reinickendorf,low,52.58589,13.29034,1_room,1,40.0,4,4,post_war_1949_1990,D,vorderhaus,modernisiert,True,True,False,Paracelsus-Bad,U8,54,9.73,510,128,638,12.74,True,1,689
R000141,2022-07-06,Lankwitz,Steglitz-Zehlendorf,medium,52.43516,13.35997,3_room,3,52.7,0,3,post_war_1949_1990,G,vorderhaus,kernsaniert,False,False,False,Schlachtensee,S1,105,9.1,451,199,650,8.56,False,2,702
R000142,2023-09-15,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50396,13.4071,2_room,2,40.2,4,6,modern_1990_2010,C,vorderhaus,kernsaniert,True,True,False,Prinzenstraße,U1,6,2.42,866,180,1045,21.55,True,3,1129
R000143,2022-09-24,Siemensstadt,Spandau,low,52.54081,13.26729,3_room,3,105.7,6,6,modern_1990_2010,C,vorderhaus,modernisiert,True,False,False,Zoologischer Garten,U2,78,7.95,1110,537,1646,10.5,False,3,1778
R000144,2023-07-08,Konradshöhe,Reinickendorf,medium,52.6013,13.21974,2_room,2,75.6,0,5,post_war_1949_1990,C,vorderhaus,renoviert,True,True,False,Rathaus Reinickendorf,U8,100,14.26,1039,296,1335,13.75,False,3,1442
R000145,2022-02-10,Plänterwald,Treptow-Köpenick,medium,52.48477,13.47751,4_room,4,125.8,3,5,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,False,True,True,Wutzkyallee,U7,85,7.61,1448,473,1920,11.5,True,3,2074
R000146,2020-11-07,Tiergarten,Mitte,high,52.50927,13.34994,3_room,3,95.5,1,5,modern_1990_2010,B,seitenflügel,modernisiert,True,False,False,Hackescher Markt,Stadtbahn,46,2.03,1512,287,1799,15.83,False,2,1943
R000147,2020-12-27,Mahlsdorf,Marzahn-Hellersdorf,low,52.50135,13.62651,5_room_plus,5,158.0,5,5,post_war_1949_1990,E,hinterhaus,renoviert,False,True,True,Wittenbergplatz,U1,231,16.92,710,464,1174,4.49,False,3,1268
R000148,2022-01-12,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47719,13.28778,3_room,3,96.1,0,4,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,True,Tiergarten S,Stadtbahn,71,7.48,1453,269,1722,15.11,False,3,1860
R000149,2023-11-22,Plänterwald,Treptow-Köpenick,medium,52.4865,13.48571,3_room,3,81.7,2,6,post_war_1949_1990,G,hinterhaus,renovierungsbedürftig,False,False,False,Neukölln,U7,41,8.03,600,328,928,7.34,True,3,1002
R000150,2025-11-15,Friedrichshagen,Treptow-Köpenick,medium,52.46309,13.61296,3_room,3,87.0,1,4,altbau_pre_1949,G,gartenhaus,modernisiert,False,True,False,Potsdamer Platz,U2,221,16.99,934,296,1229,10.74,True,3,1327
R000151,2020-06-02,Wannsee,Steglitz-Zehlendorf,high,52.40764,13.1658,3_room,3,85.3,2,4,altbau_pre_1949,F,vorderhaus,saniert,False,False,False,Wannsee,S1,0,18.76,1505,233,1738,17.64,False,2,1877
R000152,2023-06-02,Heiligensee,Reinickendorf,medium,52.63125,13.24422,4_room,4,143.4,0,6,post_war_1949_1990,D,vorderhaus,kernsaniert,True,True,False,Anhalter Bahnhof,S1,197,15.64,1147,690,1837,8.0,True,3,1984
R000153,2025-07-16,Borsigwalde,Reinickendorf,low,52.59638,13.27977,1_room,1,33.6,1,4,post_war_1949_1990,G,hinterhaus,renovierungsbedürftig,True,True,False,Prinzenstraße,U1,149,11.1,241,86,326,7.16,True,3,353
R000154,2023-09-29,Gatow,Spandau,medium,52.47812,13.1815,1_room,1,49.4,6,6,post_war_1949_1990,E,seitenflügel,saniert,True,True,False,Theodor-Heuss-Platz,U2,81,13.94,461,235,696,9.33,True,2,752
R000155,2021-08-13,Nikolassee,Steglitz-Zehlendorf,high,52.44112,13.20814,3_room,3,67.6,5,5,altbau_pre_1949,H,vorderhaus,kernsaniert,True,True,False,Bülowstraße,U2,160,14.2,832,236,1067,12.29,False,1,1153
R000156,2023-12-11,Lübars,Reinickendorf,medium,52.6088,13.35302,1_room,1,42.3,5,8,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,False,True,False,Storkower Straße,S Ringbahn,150,10.42,480,157,637,11.34,True,1,688
R000157,2023-11-03,Hohenschönhausen,Lichtenberg,low,52.55904,13.49468,3_room,3,120.1,2,3,post_war_1949_1990,D,hinterhaus,kernsaniert,False,True,False,Gneisenaustraße,U7,129,9.23,1050,562,1612,8.75,False,3,1741
R000158,2025-04-26,Karlshorst,Lichtenberg,medium,52.48954,13.50664,3_room,3,69.0,1,4,post_war_1949_1990,E,hinterhaus,kernsaniert,False,True,True,Lipschitzallee,U7,91,9.22,461,256,717,6.68,False,3,775
R000159,2021-12-02,Buckow,Neukölln,low,52.43107,13.43953,1_room,1,46.3,1,5,post_war_1949_1990,F,vorderhaus,saniert,False,False,True,Adenauerplatz,U7,146,10.36,390,161,550,8.42,False,3,595
R000160,2022-04-19,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51473,13.46255,3_room,3,118.5,1,3,modern_1990_2010,D,vorderhaus,modernisiert,False,False,False,Karl-Marx-Straße,U7,59,5.74,1720,316,2036,14.51,False,2,2199
R000161,2026-03-31,Pankow (Ort),Pankow,medium,52.5626,13.41039,2_room,2,70.5,2,4,altbau_pre_1949,F,hinterhaus,renovierungsbedürftig,False,True,False,Pankow U2,U2,2,5.6,1233,220,1453,17.49,True,3,1569
R000162,2020-08-15,Kreuzberg,Friedrichshain-Kreuzberg,high,52.50838,13.3892,1_room,1,38.3,0,3,post_war_1949_1990,D,vorderhaus,modernisiert,False,False,False,Hermannplatz,U7,25,1.17,630,122,753,16.46,True,3,813
R000163,2025-01-31,Karlshorst,Lichtenberg,medium,52.49681,13.51573,4_room,4,88.1,4,5,new_post_2010,A,vorderhaus,kernsaniert,True,False,True,Gneisenaustraße,U7,106,9.59,1566,256,1822,17.78,True,2,1967
R000164,2020-03-29,Biesdorf,Marzahn-Hellersdorf,low,52.49836,13.54416,2_room,2,50.7,4,4,post_war_1949_1990,E,gartenhaus,saniert,True,False,False,Warschauer Straße,U1,83,11.44,232,127,360,4.58,False,2,388
R000165,2024-09-22,Hellersdorf,Marzahn-Hellersdorf,low,52.53489,13.61102,3_room,3,93.8,1,5,post_war_1949_1990,D,vorderhaus,saniert,False,False,True,Berlin Hauptbahnhof,Stadtbahn,193,15.92,495,236,732,5.28,False,3,790
R000166,2023-10-31,Borsigwalde,Reinickendorf,low,52.58741,13.31145,2_room,2,65.5,4,5,post_war_1949_1990,F,seitenflügel,saniert,True,True,False,Westhafen,S Ringbahn,77,9.09,471,257,728,7.19,False,3,786
R000167,2023-12-13,Plänterwald,Treptow-Köpenick,medium,52.49276,13.48062,1_room,1,42.9,2,6,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,False,Moritzplatz,U8,63,7.44,557,156,713,12.98,False,3,770
R000168,2024-01-29,Staaken,Spandau,low,52.53044,13.1491,1_room,1,46.3,3,6,altbau_pre_1949,E,seitenflügel,modernisiert,False,False,False,Kurfürstendamm,U1,163,15.55,419,151,570,9.06,True,3,616
R000169,2021-09-02,Mariendorf,Tempelhof-Schöneberg,medium,52.43792,13.38892,3_room,3,121.0,5,8,altbau_pre_1949,E,vorderhaus,kernsaniert,False,False,False,Berliner Straße,U7,84,8.75,1302,424,1726,10.76,True,2,1864
R000170,2023-01-30,Karow,Pankow,low,52.63113,13.47555,4_room,4,110.4,4,6,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,False,Pankow U2,U2,83,14.38,1163,548,1711,10.53,True,3,1848
R000171,2020-02-07,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51505,13.31299,4_room,4,129.1,1,6,post_war_1949_1990,G,vorderhaus,saniert,False,True,False,Yorckstraße,U7,67,4.38,1281,370,1651,9.93,False,3,1784
R000172,2022-12-05,Rummelsburg,Lichtenberg,medium,52.49745,13.49582,4_room,4,135.3,2,4,new_post_2010,B,vorderhaus,modernisiert,False,True,False,Frankfurter Allee,S Ringbahn,25,8.26,2581,553,3134,19.08,False,3,3385
R000173,2021-10-14,Frohnau,Reinickendorf,medium,52.6354,13.29192,1_room,1,45.7,1,4,new_post_2010,A,vorderhaus,modernisiert,False,True,False,Nollendorfplatz,U1,185,14.46,528,119,647,11.55,False,3,699
R000174,2022-11-08,Britz,Neukölln,low,52.44111,13.4457,1_room,1,24.0,0,6,post_war_1949_1990,E,vorderhaus,renoviert,True,False,False,Parchimer Allee,U7,2,9.55,270,95,365,11.24,True,3,394
R000175,2024-01-12,Gropiusstadt,Neukölln,low,52.42447,13.4746,2_room,2,49.6,6,6,modern_1990_2010,B,hinterhaus,renoviert,True,True,False,Johannisthaler Chaussee,U7,14,12.14,553,132,686,11.17,True,2,741
R000176,2020-12-25,Steglitz,Steglitz-Zehlendorf,medium,52.46046,13.33606,3_room,3,57.9,0,4,new_post_2010,A,gartenhaus,renoviert,False,True,False,Frankfurter Allee,S Ringbahn,140,6.82,835,231,1066,14.42,True,1,1151
R000177,2025-07-12,Buckow,Neukölln,low,52.42816,13.43449,2_room,2,66.7,1,4,post_war_1949_1990,G,vorderhaus,modernisiert,False,False,False,Rudow,U7,44,10.53,601,244,845,9.01,False,1,912
R000178,2023-12-05,Reinickendorf (Ort),Reinickendorf,low,52.56257,13.33185,1_room,1,41.3,0,3,modern_1990_2010,C,vorderhaus,saniert,True,True,True,Residenzstraße,U8,22,6.01,549,196,745,13.3,False,1,804
R000179,2024-09-07,Wannsee,Steglitz-Zehlendorf,high,52.42877,13.1567,3_room,3,83.0,3,4,new_post_2010,A_plus,vorderhaus,modernisiert,True,False,False,Zehlendorf S,S1,82,17.86,2681,274,2955,32.32,False,3,3192
R000180,2022-11-10,Staaken,Spandau,low,52.53849,13.13735,2_room,2,43.6,1,6,post_war_1949_1990,D,vorderhaus,renoviert,True,False,False,Altstadt Spandau,U7,50,16.45,310,155,464,7.1,True,1,501
R000181,2020-06-16,Konradshöhe,Reinickendorf,medium,52.6005,13.22357,2_room,2,49.1,2,5,altbau_pre_1949,F,hinterhaus,saniert,False,True,False,Adenauerplatz,U7,158,14.01,357,156,513,7.27,False,1,554
R000182,2026-01-31,Adlershof,Treptow-Köpenick,medium,52.44274,13.55494,1_room,1,36.4,2,4,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,False,False,False,Schlesisches Tor,U1,122,14.53,441,122,563,12.12,True,2,608
R000183,2024-02-29,Tempelhof,Tempelhof-Schöneberg,medium,52.46991,13.37704,3_room,3,84.0,3,5,post_war_1949_1990,E,vorderhaus,modernisiert,False,True,True,Altstadt Spandau,U7,178,5.16,1060,226,1286,12.62,True,2,1388
R000184,2020-05-28,Schöneberg,Tempelhof-Schöneberg,high,52.47709,13.36009,3_room,3,81.6,0,5,altbau_pre_1949,E,vorderhaus,kernsaniert,False,True,False,Mehringdamm,U7,32,4.52,1328,218,1546,16.27,False,2,1670
R000185,2022-01-04,Haselhorst,Spandau,low,52.54951,13.22795,3_room,3,85.9,0,4,post_war_1949_1990,D,vorderhaus,modernisiert,False,False,False,Beusselstraße,S Ringbahn,84,10.78,487,273,759,5.66,False,3,820
R000186,2023-01-19,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53365,13.28872,2_room,2,66.4,1,5,altbau_pre_1949,F,vorderhaus,saniert,False,True,True,Jungfernheide U,U7,4,6.32,960,336,1296,14.47,False,2,1400
R000187,2024-05-02,Karow,Pankow,low,52.60732,13.46021,4_room,4,117.9,1,5,altbau_pre_1949,D,seitenflügel,saniert,False,True,False,Karl-Marx-Straße,U7,194,11.56,1348,322,1670,11.44,False,3,1804
R000188,2022-04-26,Wartenberg,Lichtenberg,low,52.5916,13.50237,2_room,2,59.6,5,5,post_war_1949_1990,B,gartenhaus,kernsaniert,False,True,False,Stadtmitte,U2,143,11.88,327,174,501,5.49,False,2,541
R000189,2024-12-21,Kladow,Spandau,medium,52.45429,13.14948,1_room,1,45.4,5,6,altbau_pre_1949,F,vorderhaus,saniert,False,True,False,Karl-Marx-Straße,U7,246,16.92,592,126,718,13.05,False,3,775
R000190,2020-09-24,Friedrichsfelde,Lichtenberg,low,52.51258,13.5099,3_room,3,100.1,5,6,post_war_1949_1990,F,vorderhaus,saniert,True,False,False,Jungfernheide S,S Ringbahn,185,8.96,593,371,963,5.92,False,3,1040
R000191,2022-10-13,Borsigwalde,Reinickendorf,low,52.59138,13.30229,1_room,1,48.4,4,4,modern_1990_2010,C,vorderhaus,saniert,True,True,True,Jakob-Kaiser-Platz,U7,57,9.78,488,238,727,10.08,True,2,785
R000192,2021-04-17,Staaken,Spandau,low,52.53249,13.12918,2_room,2,73.4,0,4,post_war_1949_1990,E,gartenhaus,kernsaniert,False,False,False,Zehlendorf S,S1,170,16.91,448,223,671,6.1,True,3,724
R000193,2023-01-10,Marienfelde,Tempelhof-Schöneberg,low,52.40795,13.38018,4_room,4,131.1,2,4,altbau_pre_1949,E,vorderhaus,modernisiert,False,False,False,Jannowitzbrücke,Stadtbahn,141,12.05,1162,595,1757,8.87,True,3,1898
R000194,2026-02-01,Köpenick (Ort),Treptow-Köpenick,medium,52.45847,13.58796,4_room,4,104.1,0,5,altbau_pre_1949,F,vorderhaus,kernsaniert,False,True,True,Zoologischer Garten,U2,216,15.62,1238,337,1575,11.89,False,3,1701
R000195,2024-10-29,Haselhorst,Spandau,low,52.54762,13.2069,2_room,2,40.1,3,3,post_war_1949_1990,E,vorderhaus,kernsaniert,False,False,False,Nikolassee,S1,153,12.07,302,142,444,7.53,True,3,479
R000196,2021-08-03,Steglitz,Steglitz-Zehlendorf,medium,52.46457,13.34497,2_room,2,78.7,0,5,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,True,False,Friedenau S,S1,25,6.16,1020,311,1332,12.97,False,1,1438
R000197,2025-04-04,Malchow,Lichtenberg,low,52.56964,13.46193,2_room,2,64.3,3,4,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,False,True,False,Ostkreuz,S Ringbahn,101,8.22,616,168,783,9.58,False,3,846
R000198,2023-12-28,Lichtenberg (Ort),Lichtenberg,medium,52.51352,13.50622,2_room,2,77.0,2,3,altbau_pre_1949,F,hinterhaus,renoviert,False,True,False,Rosenthaler Platz,U8,82,8.7,827,347,1174,10.75,True,2,1267
R000199,2024-09-07,Hellersdorf,Marzahn-Hellersdorf,low,52.52496,13.62527,1_room,1,28.1,2,8,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Tempelhof S,S Ringbahn,200,16.78,201,108,309,7.17,False,2,334
R000200,2024-10-29,Tempelhof,Tempelhof-Schöneberg,medium,52.46948,13.3898,1_room,1,20.0,2,3,post_war_1949_1990,B,vorderhaus,saniert,False,False,False,Alexanderplatz,U2,81,5.27,290,51,341,14.5,True,3,368
R000201,2021-06-20,Marienfelde,Tempelhof-Schöneberg,low,52.41668,13.38063,4_room,4,156.1,5,5,altbau_pre_1949,F,hinterhaus,modernisiert,False,True,False,Siemensdamm,U7,185,11.08,1517,610,2127,9.72,False,2,2297
R000202,2023-06-21,Hansaviertel,Mitte,high,52.52412,13.34449,2_room,2,58.8,5,5,post_war_1949_1990,E,seitenflügel,kernsaniert,False,False,False,Ernst-Reuter-Platz,U2,24,2.41,949,257,1206,16.13,True,3,1303
R000203,2023-01-29,Wedding,Mitte,medium,52.52897,13.34493,2_room,2,55.7,0,5,altbau_pre_1949,D,vorderhaus,modernisiert,True,False,False,Paracelsus-Bad,U8,32,2.63,913,228,1141,16.41,True,2,1233
R000204,2020-07-26,Lichtenberg (Ort),Lichtenberg,medium,52.5165,13.49522,3_room,3,59.5,2,3,post_war_1949_1990,D,seitenflügel,saniert,False,False,False,Treptower Park,S Ringbahn,42,7.95,488,233,721,8.21,False,3,778
R000205,2022-11-13,Wittenau,Reinickendorf,low,52.59437,13.30596,2_room,2,68.2,5,5,new_post_2010,A_plus,vorderhaus,saniert,True,True,False,Wittenau U,U8,4,9.94,1052,324,1376,15.41,True,2,1486
R000206,2026-04-18,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47995,13.30039,4_room,4,113.5,0,5,altbau_pre_1949,F,vorderhaus,saniert,False,True,False,Wilmersdorfer Straße,U7,47,6.61,2494,331,2824,21.98,False,3,3050
R000207,2024-07-31,Spandau (Ort),Spandau,low,52.53259,13.21724,3_room,3,94.5,4,8,post_war_1949_1990,G,gartenhaus,saniert,False,False,False,Rathaus Spandau,U7,8,11.01,689,337,1027,7.3,True,3,1109
R000208,2024-02-14,Haselhorst,Spandau,low,52.55017,13.23102,1_room,1,39.2,2,8,post_war_1949_1990,F,hinterhaus,modernisiert,True,True,False,Rathaus Spandau,U7,26,10.61,321,112,433,8.2,False,2,468
R000209,2021-06-18,Friedrichsfelde,Lichtenberg,low,52.50743,13.51903,2_room,2,48.6,5,5,new_post_2010,B,vorderhaus,saniert,True,False,False,Frankfurter Allee,S Ringbahn,35,9.62,465,186,651,9.55,True,3,703
R000210,2021-05-07,Friedenau,Tempelhof-Schöneberg,high,52.46693,13.31947,2_room,2,64.1,2,5,altbau_pre_1949,G,vorderhaus,modernisiert,False,False,False,Bundesplatz,S Ringbahn,6,6.76,808,177,985,12.62,False,2,1064
R000211,2024-05-17,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.52952,13.29869,2_room,2,68.5,1,4,modern_1990_2010,C,vorderhaus,modernisiert,True,True,True,Jannowitzbrücke,Stadtbahn,95,5.54,1526,271,1797,22.27,False,3,1940
R000212,2021-04-27,Falkenberg,Lichtenberg,low,52.58725,13.54809,2_room,2,40.9,1,4,modern_1990_2010,D,hinterhaus,modernisiert,True,True,False,Jungfernheide S,S Ringbahn,211,13.96,189,119,308,4.62,False,3,333
R000213,2021-12-20,Lübars,Reinickendorf,medium,52.6038,13.38128,2_room,2,49.8,2,5,new_post_2010,A_plus,gartenhaus,modernisiert,True,False,False,Nikolassee,S1,273,9.73,710,161,870,14.25,True,3,940
R000214,2026-02-06,Mariendorf,Tempelhof-Schöneberg,medium,52.43336,13.39355,2_room,2,61.7,4,5,post_war_1949_1990,D,hinterhaus,kernsaniert,False,True,False,Rathaus Neukölln,U7,74,9.28,776,178,954,12.56,True,3,1030
R000215,2021-07-05,Lichtenrade,Tempelhof-Schöneberg,low,52.39086,13.40184,1_room,1,36.1,2,4,new_post_2010,C,seitenflügel,modernisiert,True,False,False,Theodor-Heuss-Platz,U2,177,14.04,300,143,443,8.3,False,3,478
R000216,2025-04-26,Müggelheim,Treptow-Köpenick,low,52.41947,13.67394,2_room,2,47.4,2,4,post_war_1949_1990,B,seitenflügel,saniert,True,True,False,Berliner Straße,U7,303,22.77,498,127,625,10.51,False,1,675
