id,date_listed,year,month,year_month,ortsteil,bezirk,kiez_premium,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,has_lift,has_balcony,furnished,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur
R000157,2023-11-03,2023,11,2023-11,Hohenschönhausen,Lichtenberg,low,3_room,3,120.1,2,3,post_war_1949_1990,D,False,True,False,9.23,1050,562,1612,8.75
R000158,2025-04-26,2025,4,2025-04,Karlshorst,Lichtenberg,medium,3_room,3,69.0,1,4,post_war_1949_1990,E,False,True,True,9.22,461,256,717,6.68
R000159,2021-12-02,2021,12,2021-12,Buckow,Neukölln,low,1_room,1,46.3,1,5,post_war_1949_1990,F,False,False,True,10.36,390,161,550,8.42
R000160,2022-04-19,2022,4,2022-04,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,118.5,1,3,modern_1990_2010,D,False,False,False,5.74,1720,316,2036,14.51
R000161,2026-03-31,2026,3,2026-03,Pankow (Ort),Pankow,medium,2_room,2,70.5,2,4,altbau_pre_1949,F,False,True,False,5.6,1233,220,1453,17.49
R000162,2020-08-15,2020,8,2020-08,Kreuzberg,Friedrichshain-Kreuzberg,high,1_room,1,38.3,0,3,post_war_1949_1990,D,False,False,False,1.17,630,122,753,16.46
R000163,2025-01-31,2025,1,2025-01,Karlshorst,Lichtenberg,medium,4_room,4,88.1,4,5,new_post_2010,A,True,False,True,9.59,1566,256,1822,17.78
R000164,2020-03-29,2020,3,2020-03,Biesdorf,Marzahn-Hellersdorf,low,2_room,2,50.7,4,4,post_war_1949_1990,E,True,False,False,11.44,232,127,360,4.58
R000165,2024-09-22,2024,9,2024-09,Hellersdorf,Marzahn-Hellersdorf,low,3_room,3,93.8,1,5,post_war_1949_1990,D,False,False,True,15.92,495,236,732,5.28
R000166,2023-10-31,2023,10,2023-10,Borsigwalde,Reinickendorf,low,2_room,2,65.5,4,5,post_war_1949_1990,F,True,True,False,9.09,471,257,728,7.19
R000167,2023-12-13,2023,12,2023-12,Plänterwald,Treptow-Köpenick,medium,1_room,1,42.9,2,6,altbau_pre_1949,G,False,False,False,7.44,557,156,713,12.98
R000168,2024-01-29,2024,1,2024-01,Staaken,Spandau,low,1_room,1,46.3,3,6,altbau_pre_1949,E,False,False,False,15.55,419,151,570,9.06
R000169,2021-09-02,2021,9,2021-09,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,121.0,5,8,altbau_pre_1949,E,False,False,False,8.75,1302,424,1726,10.76
R000170,2023-01-30,2023,1,2023-01,Karow,Pankow,low,4_room,4,110.4,4,6,altbau_pre_1949,G,False,True,False,14.38,1163,548,1711,10.53
R000171,2020-02-07,2020,2,2020-02,Charlottenburg,Charlottenburg-Wilmersdorf,high,4_room,4,129.1,1,6,post_war_1949_1990,G,False,True,False,4.38,1281,370,1651,9.93
R000172,2022-12-05,2022,12,2022-12,Rummelsburg,Lichtenberg,medium,4_room,4,135.3,2,4,new_post_2010,B,False,True,False,8.26,2581,553,3134,19.08
R000173,2021-10-14,2021,10,2021-10,Frohnau,Reinickendorf,medium,1_room,1,45.7,1,4,new_post_2010,A,False,True,False,14.46,528,119,647,11.55
R000174,2022-11-08,2022,11,2022-11,Britz,Neukölln,low,1_room,1,24.0,0,6,post_war_1949_1990,E,True,False,False,9.55,270,95,365,11.24
R000175,2024-01-12,2024,1,2024-01,Gropiusstadt,Neukölln,low,2_room,2,49.6,6,6,modern_1990_2010,B,True,True,False,12.14,553,132,686,11.17
R000176,2020-12-25,2020,12,2020-12,Steglitz,Steglitz-Zehlendorf,medium,3_room,3,57.9,0,4,new_post_2010,A,False,True,False,6.82,835,231,1066,14.42
R000177,2025-07-12,2025,7,2025-07,Buckow,Neukölln,low,2_room,2,66.7,1,4,post_war_1949_1990,G,False,False,False,10.53,601,244,845,9.01
R000178,2023-12-05,2023,12,2023-12,Reinickendorf (Ort),Reinickendorf,low,1_room,1,41.3,0,3,modern_1990_2010,C,True,True,True,6.01,549,196,745,13.3
R000179,2024-09-07,2024,9,2024-09,Wannsee,Steglitz-Zehlendorf,high,3_room,3,83.0,3,4,new_post_2010,A_plus,True,False,False,17.86,2681,274,2955,32.32
R000180,2022-11-10,2022,11,2022-11,Staaken,Spandau,low,2_room,2,43.6,1,6,post_war_1949_1990,D,True,False,False,16.45,310,155,464,7.1
R000181,2020-06-16,2020,6,2020-06,Konradshöhe,Reinickendorf,medium,2_room,2,49.1,2,5,altbau_pre_1949,F,False,True,False,14.01,357,156,513,7.27
R000182,2026-01-31,2026,1,2026-01,Adlershof,Treptow-Köpenick,medium,1_room,1,36.4,2,4,altbau_pre_1949,G,False,False,False,14.53,441,122,563,12.12
R000183,2024-02-29,2024,2,2024-02,Tempelhof,Tempelhof-Schöneberg,medium,3_room,3,84.0,3,5,post_war_1949_1990,E,False,True,True,5.16,1060,226,1286,12.62
R000184,2020-05-28,2020,5,2020-05,Schöneberg,Tempelhof-Schöneberg,high,3_room,3,81.6,0,5,altbau_pre_1949,E,False,True,False,4.52,1328,218,1546,16.27
R000185,2022-01-04,2022,1,2022-01,Haselhorst,Spandau,low,3_room,3,85.9,0,4,post_war_1949_1990,D,False,False,False,10.78,487,273,759,5.66
R000186,2023-01-19,2023,1,2023-01,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,66.4,1,5,altbau_pre_1949,F,False,True,True,6.32,960,336,1296,14.47
R000187,2024-05-02,2024,5,2024-05,Karow,Pankow,low,4_room,4,117.9,1,5,altbau_pre_1949,D,False,True,False,11.56,1348,322,1670,11.44
R000188,2022-04-26,2022,4,2022-04,Wartenberg,Lichtenberg,low,2_room,2,59.6,5,5,post_war_1949_1990,B,False,True,False,11.88,327,174,501,5.49
R000189,2024-12-21,2024,12,2024-12,Kladow,Spandau,medium,1_room,1,45.4,5,6,altbau_pre_1949,F,False,True,False,16.92,592,126,718,13.05
R000190,2020-09-24,2020,9,2020-09,Friedrichsfelde,Lichtenberg,low,3_room,3,100.1,5,6,post_war_1949_1990,F,True,False,False,8.96,593,371,963,5.92
R000191,2022-10-13,2022,10,2022-10,Borsigwalde,Reinickendorf,low,1_room,1,48.4,4,4,modern_1990_2010,C,True,True,True,9.78,488,238,727,10.08
R000192,2021-04-17,2021,4,2021-04,Staaken,Spandau,low,2_room,2,73.4,0,4,post_war_1949_1990,E,False,False,False,16.91,448,223,671,6.1
R000193,2023-01-10,2023,1,2023-01,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,131.1,2,4,altbau_pre_1949,E,False,False,False,12.05,1162,595,1757,8.87
R000194,2026-02-01,2026,2,2026-02,Köpenick (Ort),Treptow-Köpenick,medium,4_room,4,104.1,0,5,altbau_pre_1949,F,False,True,True,15.62,1238,337,1575,11.89
R000195,2024-10-29,2024,10,2024-10,Haselhorst,Spandau,low,2_room,2,40.1,3,3,post_war_1949_1990,E,False,False,False,12.07,302,142,444,7.53
R000196,2021-08-03,2021,8,2021-08,Steglitz,Steglitz-Zehlendorf,medium,2_room,2,78.7,0,5,altbau_pre_1949,F,False,True,False,6.16,1020,311,1332,12.97
R000197,2025-04-04,2025,4,2025-04,Malchow,Lichtenberg,low,2_room,2,64.3,3,4,altbau_pre_1949,H,False,True,False,8.22,616,168,783,9.58
R000198,2023-12-28,2023,12,2023-12,Lichtenberg (Ort),Lichtenberg,medium,2_room,2,77.0,2,3,altbau_pre_1949,F,False,True,False,8.7,827,347,1174,10.75
R000199,2024-09-07,2024,9,2024-09,Hellersdorf,Marzahn-Hellersdorf,low,1_room,1,28.1,2,8,post_war_1949_1990,E,False,True,False,16.78,201,108,309,7.17
R000200,2024-10-29,2024,10,2024-10,Tempelhof,Tempelhof-Schöneberg,medium,1_room,1,20.0,2,3,post_war_1949_1990,B,False,False,False,5.27,290,51,341,14.5
R000201,2021-06-20,2021,6,2021-06,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,156.1,5,5,altbau_pre_1949,F,False,True,False,11.08,1517,610,2127,9.72
R000202,2023-06-21,2023,6,2023-06,Hansaviertel,Mitte,high,2_room,2,58.8,5,5,post_war_1949_1990,E,False,False,False,2.41,949,257,1206,16.13
R000203,2023-01-29,2023,1,2023-01,Wedding,Mitte,medium,2_room,2,55.7,0,5,altbau_pre_1949,D,True,False,False,2.63,913,228,1141,16.41
R000204,2020-07-26,2020,7,2020-07,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,59.5,2,3,post_war_1949_1990,D,False,False,False,7.95,488,233,721,8.21
R000205,2022-11-13,2022,11,2022-11,Wittenau,Reinickendorf,low,2_room,2,68.2,5,5,new_post_2010,A_plus,True,True,False,9.94,1052,324,1376,15.41
R000206,2026-04-18,2026,4,2026-04,Schmargendorf,Charlottenburg-Wilmersdorf,high,4_room,4,113.5,0,5,altbau_pre_1949,F,False,True,False,6.61,2494,331,2824,21.98
R000207,2024-07-31,2024,7,2024-07,Spandau (Ort),Spandau,low,3_room,3,94.5,4,8,post_war_1949_1990,G,False,False,False,11.01,689,337,1027,7.3
R000208,2024-02-14,2024,2,2024-02,Haselhorst,Spandau,low,1_room,1,39.2,2,8,post_war_1949_1990,F,True,True,False,10.61,321,112,433,8.2
R000209,2021-06-18,2021,6,2021-06,Friedrichsfelde,Lichtenberg,low,2_room,2,48.6,5,5,new_post_2010,B,True,False,False,9.62,465,186,651,9.55
R000210,2021-05-07,2021,5,2021-05,Friedenau,Tempelhof-Schöneberg,high,2_room,2,64.1,2,5,altbau_pre_1949,G,False,False,False,6.76,808,177,985,12.62
R000211,2024-05-17,2024,5,2024-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,2_room,2,68.5,1,4,modern_1990_2010,C,True,True,True,5.54,1526,271,1797,22.27
R000212,2021-04-27,2021,4,2021-04,Falkenberg,Lichtenberg,low,2_room,2,40.9,1,4,modern_1990_2010,D,True,True,False,13.96,189,119,308,4.62
R000213,2021-12-20,2021,12,2021-12,Lübars,Reinickendorf,medium,2_room,2,49.8,2,5,new_post_2010,A_plus,True,False,False,9.73,710,161,870,14.25
R000214,2026-02-06,2026,2,2026-02,Mariendorf,Tempelhof-Schöneberg,medium,2_room,2,61.7,4,5,post_war_1949_1990,D,False,True,False,9.28,776,178,954,12.56
R000215,2021-07-05,2021,7,2021-07,Lichtenrade,Tempelhof-Schöneberg,low,1_room,1,36.1,2,4,new_post_2010,C,True,False,False,14.04,300,143,443,8.3
R000216,2025-04-26,2025,4,2025-04,Müggelheim,Treptow-Köpenick,low,2_room,2,47.4,2,4,post_war_1949_1990,B,True,True,False,22.77,498,127,625,10.51
R000217,2024-01-28,2024,1,2024-01,Waidmannslust,Reinickendorf,low,2_room,2,58.8,0,5,altbau_pre_1949,F,True,False,False,8.07,531,230,762,9.03
R000218,2024-11-06,2024,11,2024-11,Prenzlauer Berg,Pankow,high,4_room,4,118.1,4,5,post_war_1949_1990,H,True,True,False,2.95,1677,347,2024,14.2
R000219,2020-06-30,2020,6,2020-06,Gatow,Spandau,medium,5_room_plus,5,138.3,1,4,altbau_pre_1949,F,False,True,True,14.14,1011,429,1440,7.31
R000220,2024-05-21,2024,5,2024-05,Märkisches Viertel,Reinickendorf,low,2_room,2,62.0,1,5,altbau_pre_1949,E,False,True,False,9.33,580,195,775,9.36
R000221,2022-04-29,2022,4,2022-04,Kreuzberg,Friedrichshain-Kreuzberg,high,2_room,2,71.3,4,4,altbau_pre_1949,G,False,True,False,2.91,989,190,1178,13.88
R000222,2023-05-04,2023,5,2023-05,Wittenau,Reinickendorf,low,4_room,4,149.8,5,5,post_war_1949_1990,B,False,True,False,9.06,1896,726,2621,12.65
R000223,2020-08-30,2020,8,2020-08,Heiligensee,Reinickendorf,medium,4_room,4,105.8,0,5,post_war_1949_1990,F,True,False,False,14.45,513,323,836,4.85
R000224,2021-02-27,2021,2,2021-02,Malchow,Lichtenberg,low,3_room,3,85.9,5,5,post_war_1949_1990,F,True,True,False,9.83,347,243,590,4.03
R000225,2026-01-27,2026,1,2026-01,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,70.0,5,6,new_post_2010,B,True,False,False,4.64,2129,238,2367,30.43
R000226,2023-07-18,2023,7,2023-07,Alt-Treptow,Treptow-Köpenick,medium,3_room,3,113.7,4,6,post_war_1949_1990,D,True,False,False,5.39,1539,595,2134,13.53
R000227,2022-02-07,2022,2,2022-02,Schmöckwitz,Treptow-Köpenick,medium,1_room,1,38.0,3,3,new_post_2010,A,True,False,True,24.98,615,124,739,16.16
R000228,2025-04-29,2025,4,2025-04,Friedrichsfelde,Lichtenberg,low,2_room,2,52.2,0,4,new_post_2010,D,True,True,False,8.87,852,165,1017,16.34
R000229,2022-03-14,2022,3,2022-03,Marzahn,Marzahn-Hellersdorf,low,1_room,1,31.4,2,4,post_war_1949_1990,E,False,True,False,12.28,172,100,272,5.46
R000230,2020-03-16,2020,3,2020-03,Französisch Buchholz,Pankow,medium,3_room,3,92.8,5,5,altbau_pre_1949,H,False,True,False,7.93,859,309,1168,9.26
R000231,2022-08-15,2022,8,2022-08,Falkenhagener Feld,Spandau,low,5_room_plus,5,213.2,2,5,altbau_pre_1949,H,False,False,False,12.6,1326,846,2172,6.22
R000232,2022-09-15,2022,9,2022-09,Lichtenberg (Ort),Lichtenberg,medium,5_room_plus,5,82.0,0,6,post_war_1949_1990,D,True,True,False,8.47,724,339,1063,8.82
R000233,2023-04-14,2023,4,2023-04,Hohenschönhausen,Lichtenberg,low,4_room,4,121.5,4,5,post_war_1949_1990,C,True,False,True,10.75,1343,535,1878,11.05
R000234,2022-02-22,2022,2,2022-02,Friedenau,Tempelhof-Schöneberg,high,1_room,1,31.4,1,4,modern_1990_2010,C,False,True,True,5.25,621,103,725,19.77
R000235,2023-03-29,2023,3,2023-03,Gatow,Spandau,medium,5_room_plus,5,146.3,0,5,modern_1990_2010,D,True,False,False,13.87,1466,574,2039,10.02
R000236,2022-01-06,2022,1,2022-01,Karlshorst,Lichtenberg,medium,3_room,3,105.4,3,5,post_war_1949_1990,D,False,False,False,10.67,943,314,1257,8.94
R000237,2021-11-24,2021,11,2021-11,Friedrichsfelde,Lichtenberg,low,2_room,2,68.8,1,3,modern_1990_2010,B,True,True,False,10.4,624,236,860,9.07
R000238,2025-07-17,2025,7,2025-07,Märkisches Viertel,Reinickendorf,low,2_room,2,37.8,2,5,modern_1990_2010,C,True,False,True,10.32,400,118,517,10.56
R000239,2023-04-28,2023,4,2023-04,Friedrichshagen,Treptow-Köpenick,medium,1_room,1,39.1,1,4,altbau_pre_1949,H,False,True,False,19.22,448,190,638,11.45
R000240,2023-06-30,2023,6,2023-06,Tegel,Reinickendorf,medium,3_room,3,97.6,0,3,post_war_1949_1990,C,False,False,False,9.0,1024,526,1550,10.49
R000241,2023-04-23,2023,4,2023-04,Britz,Neukölln,low,1_room,1,43.2,6,6,altbau_pre_1949,G,False,False,False,9.28,317,219,536,7.33
R000242,2024-08-14,2024,8,2024-08,Biesdorf,Marzahn-Hellersdorf,low,2_room,2,58.5,2,4,post_war_1949_1990,E,False,True,False,11.49,393,178,571,6.72
R000243,2023-12-06,2023,12,2023-12,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,61.4,1,3,post_war_1949_1990,C,False,True,False,17.6,429,253,682,6.98
R000244,2022-08-28,2022,8,2022-08,Buch,Pankow,low,1_room,1,39.4,4,5,post_war_1949_1990,C,True,True,False,16.21,333,150,483,8.47
R000245,2023-12-28,2023,12,2023-12,Konradshöhe,Reinickendorf,medium,2_room,2,42.7,3,4,new_post_2010,A,True,False,False,15.09,544,221,765,12.74
R000246,2026-01-23,2026,1,2026-01,Mitte (Ort),Mitte,high,3_room,3,77.4,2,3,altbau_pre_1949,G,False,True,False,2.48,1852,199,2051,23.93
R000247,2023-08-17,2023,8,2023-08,Prenzlauer Berg,Pankow,high,1_room,1,36.9,0,5,altbau_pre_1949,G,False,True,False,4.88,714,191,906,19.35
R000248,2023-11-26,2023,11,2023-11,Plänterwald,Treptow-Köpenick,medium,2_room,2,57.0,2,8,altbau_pre_1949,G,True,True,False,7.56,629,199,828,11.04
R000249,2022-10-28,2022,10,2022-10,Heiligensee,Reinickendorf,medium,4_room,4,131.9,3,6,altbau_pre_1949,F,True,False,True,15.66,1205,686,1891,9.14
R000250,2025-08-15,2025,8,2025-08,Marzahn,Marzahn-Hellersdorf,low,2_room,2,48.7,3,4,post_war_1949_1990,D,True,False,False,12.03,438,158,595,8.98
R000251,2022-10-29,2022,10,2022-10,Rudow,Neukölln,low,3_room,3,69.7,1,8,post_war_1949_1990,G,False,True,True,12.87,495,364,858,7.1
R000252,2026-03-29,2026,3,2026-03,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,48.3,6,6,new_post_2010,C,False,False,False,6.48,1228,139,1368,25.45
R000253,2024-03-10,2024,3,2024-03,Marienfelde,Tempelhof-Schöneberg,low,3_room,3,89.0,0,5,post_war_1949_1990,D,False,True,False,11.27,858,314,1172,9.64
R000254,2025-03-14,2025,3,2025-03,Haselhorst,Spandau,low,4_room,4,118.3,7,8,new_post_2010,B,True,True,False,11.19,1619,361,1980,13.69
R000255,2021-03-03,2021,3,2021-03,Schmargendorf,Charlottenburg-Wilmersdorf,high,4_room,4,112.9,0,5,post_war_1949_1990,F,False,False,False,8.28,1331,413,1743,11.78
R000256,2021-01-19,2021,1,2021-01,Tempelhof,Tempelhof-Schöneberg,medium,2_room,2,42.0,3,6,modern_1990_2010,B,True,False,True,5.21,543,120,663,12.91
R000257,2021-11-28,2021,11,2021-11,Wannsee,Steglitz-Zehlendorf,high,4_room,4,122.1,2,4,post_war_1949_1990,D,False,False,False,17.93,2215,349,2564,18.13
R000258,2024-06-04,2024,6,2024-06,Gesundbrunnen,Mitte,medium,2_room,2,61.1,3,3,altbau_pre_1949,F,False,True,True,3.7,1144,197,1341,18.73
R000259,2025-12-15,2025,12,2025-12,Dahlem,Steglitz-Zehlendorf,high,3_room,3,65.6,0,4,altbau_pre_1949,F,False,True,False,9.37,1533,178,1711,23.36
R000260,2024-08-24,2024,8,2024-08,Weißensee,Pankow,medium,1_room,1,40.0,1,4,post_war_1949_1990,D,True,True,False,7.68,502,138,640,12.57
R000261,2023-03-31,2023,3,2023-03,Spandau (Ort),Spandau,low,1_room,1,34.8,3,6,altbau_pre_1949,F,False,True,False,11.78,303,163,466,8.71
R000262,2023-01-12,2023,1,2023-01,Lichterfelde,Steglitz-Zehlendorf,medium,2_room,2,60.6,5,6,altbau_pre_1949,E,False,True,False,10.53,1020,216,1237,16.83
R000263,2022-02-28,2022,2,2022-02,Borsigwalde,Reinickendorf,low,1_room,1,22.8,7,8,altbau_pre_1949,F,False,True,True,10.36,161,79,240,7.05
R000264,2024-06-01,2024,6,2024-06,Schmöckwitz,Treptow-Köpenick,medium,1_room,1,21.0,1,5,post_war_1949_1990,D,True,True,False,24.86,189,80,269,8.98
R000265,2024-10-31,2024,10,2024-10,Frohnau,Reinickendorf,medium,2_room,2,61.4,2,6,modern_1990_2010,C,True,False,False,13.46,709,215,924,11.55
R000266,2022-06-28,2022,6,2022-06,Märkisches Viertel,Reinickendorf,low,3_room,3,101.7,2,3,post_war_1949_1990,C,False,False,False,9.85,817,277,1095,8.04
R000267,2020-12-15,2020,12,2020-12,Rummelsburg,Lichtenberg,medium,2_room,2,72.0,5,5,altbau_pre_1949,D,True,False,False,8.3,640,184,825,8.89
R000268,2022-02-23,2022,2,2022-02,Französisch Buchholz,Pankow,medium,2_room,2,60.5,1,5,altbau_pre_1949,F,False,True,True,8.68,403,152,555,6.66
R000269,2025-01-01,2025,1,2025-01,Karow,Pankow,low,3_room,3,99.2,0,5,altbau_pre_1949,F,False,True,False,13.0,911,373,1285,9.19
R000270,2023-08-08,2023,8,2023-08,Friedrichshagen,Treptow-Köpenick,medium,1_room,1,51.9,4,4,post_war_1949_1990,C,False,True,False,17.6,572,204,776,11.02
R000271,2023-11-22,2023,11,2023-11,Grunewald,Charlottenburg-Wilmersdorf,high,3_room,3,86.2,2,3,new_post_2010,B,True,False,False,10.85,2999,460,3458,34.8
R000272,2022-06-20,2022,6,2022-06,Mitte (Ort),Mitte,high,3_room,3,96.5,4,6,post_war_1949_1990,D,False,False,False,1.46,2058,314,2372,21.32
R000273,2020-11-14,2020,11,2020-11,Lichtenrade,Tempelhof-Schöneberg,low,3_room,3,76.9,0,4,new_post_2010,A_plus,True,False,False,12.83,886,292,1177,11.51
R000274,2020-01-29,2020,1,2020-01,Falkenberg,Lichtenberg,low,3_room,3,79.9,5,6,post_war_1949_1990,F,True,False,False,12.88,526,308,834,6.58
R000275,2023-06-07,2023,6,2023-06,Französisch Buchholz,Pankow,medium,2_room,2,82.8,4,6,altbau_pre_1949,G,False,True,False,10.08,985,292,1277,11.9
R000276,2024-06-06,2024,6,2024-06,Frohnau,Reinickendorf,medium,2_room,2,72.9,0,3,new_post_2010,B,False,True,False,14.66,1277,185,1462,17.52
R000277,2022-05-19,2022,5,2022-05,Märkisches Viertel,Reinickendorf,low,2_room,2,54.4,3,5,altbau_pre_1949,F,False,True,False,9.57,373,139,512,6.85
R000278,2026-01-31,2026,1,2026-01,Kladow,Spandau,medium,1_room,1,33.9,4,4,modern_1990_2010,E,True,True,True,17.75,443,123,567,13.09
R000279,2024-03-26,2024,3,2024-03,Friedrichshagen,Treptow-Köpenick,medium,3_room,3,94.6,0,5,altbau_pre_1949,H,False,False,False,17.69,885,353,1238,9.36
R000280,2020-07-26,2020,7,2020-07,Nikolassee,Steglitz-Zehlendorf,high,5_room_plus,5,192.3,1,8,post_war_1949_1990,E,False,True,False,15.23,2381,579,2960,12.39
R000281,2023-02-12,2023,2,2023-02,Alt-Treptow,Treptow-Köpenick,medium,3_room,3,87.1,2,4,post_war_1949_1990,E,False,False,False,5.73,1025,413,1438,11.76
R000282,2022-10-09,2022,10,2022-10,Lankwitz,Steglitz-Zehlendorf,medium,2_room,2,62.3,5,6,modern_1990_2010,C,True,True,False,9.32,791,278,1069,12.71
R000283,2021-07-14,2021,7,2021-07,Karlshorst,Lichtenberg,medium,3_room,3,79.8,2,6,new_post_2010,A,True,True,False,11.17,965,213,1178,12.08
R000284,2024-06-27,2024,6,2024-06,Charlottenburg,Charlottenburg-Wilmersdorf,high,3_room,3,76.7,2,3,post_war_1949_1990,C,False,False,False,4.79,1496,223,1719,19.49
R000285,2021-12-18,2021,12,2021-12,Westend,Charlottenburg-Wilmersdorf,high,5_room_plus,5,186.7,1,5,post_war_1949_1990,H,False,True,False,7.56,2405,556,2961,12.88
R000286,2021-04-25,2021,4,2021-04,Hellersdorf,Marzahn-Hellersdorf,low,2_room,2,37.2,3,3,modern_1990_2010,A_plus,True,True,True,14.27,232,135,367,6.23
R000287,2022-05-05,2022,5,2022-05,Adlershof,Treptow-Köpenick,medium,3_room,3,83.1,2,3,new_post_2010,A_plus,True,False,False,14.55,1574,310,1884,18.94
R000288,2025-03-17,2025,3,2025-03,Wedding,Mitte,medium,4_room,4,108.5,1,3,new_post_2010,A,True,False,False,3.86,2371,373,2744,21.85
R000289,2020-10-18,2020,10,2020-10,Hohenschönhausen,Lichtenberg,low,1_room,1,41.6,0,3,modern_1990_2010,B,True,True,True,11.5,300,115,414,7.19
R000290,2024-09-25,2024,9,2024-09,Grunewald,Charlottenburg-Wilmersdorf,high,4_room,4,117.4,5,6,altbau_pre_1949,E,False,False,False,9.85,2771,342,3113,23.6
R000291,2021-07-28,2021,7,2021-07,Moabit,Mitte,medium,2_room,2,64.3,0,8,altbau_pre_1949,E,False,False,True,2.86,1353,229,1582,21.03
R000292,2021-01-17,2021,1,2021-01,Waidmannslust,Reinickendorf,low,3_room,3,114.4,0,4,altbau_pre_1949,G,False,False,False,8.36,941,395,1336,8.23
R000293,2025-04-25,2025,4,2025-04,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,63.2,1,5,post_war_1949_1990,B,True,True,True,4.64,1056,173,1229,16.71
R000294,2025-12-30,2025,12,2025-12,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,85.0,2,8,post_war_1949_1990,H,False,True,False,7.69,1148,285,1433,13.5
R000295,2026-03-25,2026,3,2026-03,Rudow,Neukölln,low,2_room,2,89.2,3,5,altbau_pre_1949,H,False,True,False,14.1,624,265,889,6.99
R000296,2021-07-02,2021,7,2021-07,Karow,Pankow,low,2_room,2,70.4,0,3,post_war_1949_1990,B,False,False,False,13.69,854,190,1044,12.13
R000297,2022-06-24,2022,6,2022-06,Blankenburg,Pankow,low,3_room,3,89.5,2,6,modern_1990_2010,D,True,True,False,10.14,1100,338,1438,12.28
R000298,2025-10-14,2025,10,2025-10,Staaken,Spandau,low,3_room,3,99.1,0,5,altbau_pre_1949,D,False,False,False,15.8,708,345,1053,7.14
R000299,2024-11-10,2024,11,2024-11,Charlottenburg,Charlottenburg-Wilmersdorf,high,4_room,4,116.1,2,5,post_war_1949_1990,H,False,True,False,3.57,1311,352,1663,11.29
R000300,2023-10-25,2023,10,2023-10,Blankenburg,Pankow,low,1_room,1,36.1,0,5,new_post_2010,A,True,True,False,9.69,416,145,561,11.51
R000301,2025-02-27,2025,2,2025-02,Friedrichshagen,Treptow-Köpenick,medium,3_room,3,88.0,1,4,post_war_1949_1990,E,False,True,False,16.97,1157,316,1473,13.15
R000302,2021-09-08,2021,9,2021-09,Rudow,Neukölln,low,3_room,3,84.1,3,6,modern_1990_2010,C,False,True,False,13.16,812,251,1063,9.66
R000303,2022-09-01,2022,9,2022-09,Gesundbrunnen,Mitte,medium,4_room,4,73.7,1,3,modern_1990_2010,C,True,True,False,3.0,1500,266,1765,20.33
R000304,2024-04-13,2024,4,2024-04,Haselhorst,Spandau,low,2_room,2,69.1,3,4,post_war_1949_1990,D,False,False,False,9.89,555,276,832,8.04
R000305,2022-05-03,2022,5,2022-05,Mahlsdorf,Marzahn-Hellersdorf,low,1_room,1,28.4,4,5,post_war_1949_1990,C,True,False,True,16.78,176,104,280,6.19
R000306,2025-08-03,2025,8,2025-08,Hellersdorf,Marzahn-Hellersdorf,low,2_room,2,53.6,4,4,new_post_2010,C,True,False,False,16.27,481,200,681,8.97
R000307,2024-07-04,2024,7,2024-07,Biesdorf,Marzahn-Hellersdorf,low,5_room_plus,5,182.2,5,6,post_war_1949_1990,G,True,True,False,12.81,1457,514,1971,7.99
R000308,2023-04-27,2023,4,2023-04,Marzahn,Marzahn-Hellersdorf,low,1_room,1,27.8,0,4,post_war_1949_1990,B,False,True,False,12.47,227,141,369,8.16
R000309,2021-06-24,2021,6,2021-06,Lichtenberg (Ort),Lichtenberg,medium,1_room,1,35.9,1,6,altbau_pre_1949,E,True,True,True,8.63,290,113,403,8.08
